text date genre wordcount
mill-1871-2 1871 letters_priv 9527
montagu-1718-1 1718 letters_priv 9348
montefiore-1836-1 1836 travelogue 10202
moore-181x-2 1818-1819 diary_priv 10135
morris-172x-2 1721-1725 diary_priv 10336
morton-1813-2 1813 drama_comedy 9719
newcome-new-1796-1 1796 bible 11548
newcome-new-1796-2 1796 bible 8437
nightingale-1848-2 1848 letters_priv 9374
nightingale-188x-1 1888-1889 letters_priv 3352
nightingale-189x-1 1890-1897 letters_priv 6355
oconnell-1844-2 1844 proceedings_trial 42533
officer-1744-1 1744 travelogue 10032
okeeffe-1767-2 1767 drama_comedy 8140
okeeffe-1826-1 1826 biography_auto 8156
oldmixon-1716-2 1716 biography_other 11929
oman-1895-1 1895 history 8932
osmer-1759-2 1759 handbook_other 9071
owen-1813-2 1813 educ_treatise 9285
owen-1847-2 1847 educ_treatise 10227
owen-1857-2 1857 biography_auto 9428
palgrave1-185x-2 1857-1861 history 8830
palgrave2-1863-2 1863 travelogue 10094
planche-1827-2 1827 drama_comedy 9647
planche-1846-2 1846 drama_comedy 9653
poore-1876-1 1876 science_medicine 7821
pope-172x-2 1723-1725 letters_priv 9526
priestley-1765-2 1765 educ_treatise 9377
priestley-1769-1 1769 science_other 8915
purver-new-1764-1 1764 bible 11099
purver-new-1764-2 1764 bible 22540
purver-old-1764-1 1764 bible 9521
purver-old-1764-2 1764 bible 19423
pusey-186x-1 1865-1866 sermon 9334
pusey-187x-2 1870-1871 sermon 9378
reade-1863-1 1863 travelogue 10475
reeve-1777-1 1777 fiction 9432
richardson-1858-2 1858 science_medicine 7830
roberts-1726-2 1726 travelogue 10122
robertson-1792-2 1792 science_medicine 7811
ruskin-1835-1 1835 diary_priv 9894
ruskin-1882-2 1882 diary_priv 9991
ryder-1716-1 1716 diary_priv 9930
salmon-1724-2 1724 history 8861
shaw-1903-2 1903 drama_comedy 9650
sheridan-1756-2 1756 educ_treatise 10507
skeavington-184x-1 1845 handbook_other 9139
smollett-175x-2 1755-1759 letters_priv 9364
southey-1813-1 1813 biography_other 9935
statutes-171x-1 1715-1716 law 9315
statutes-1745-1 1745 law 9322
statutes-1775-1 1775 law 9440
statutes-1805-1 1805 law 9442
statutes-1835-1 1835 law 9372
statutes-1865-1 1865 law 9516
statutes-1895-1 1895 law 9472
stevens-1745-1 1745 drama_comedy 10277
st-john-1711-2 1711 letters_non-priv 11048
stokes-1887-2 1887 science_other 8924
strutt-1890-1 1890 science_other 8803
sturt-1890-2 1890 diary_priv 10139
sturt-1914-2 1914 diary_priv 10177
swift-1726-2 1726 fiction 9394
swift-1735-2 1735 letters_priv 9368
talbot-1901-1 1901 sermon 9261
temple-1914-2 1914 sermon 9192
thackeray-1855-2 1855 fiction 9662
thompson-1859-2 1859 handbook_other 9064
thomson-1862-2 1862 science_other 8993
thring-187x-1 1870-1872 diary_priv 10021
thring-1883-2 1883 educ_treatise 9176
tindall-1814-1 1814 handbook_other 9046
townley-1746-1 1746 proceedings_trial 9997
trevelyan-1911-2 1911 history 8846
trevelyan-1913-2 1913 biography_other 10167
trollope-1879-2 1879 fiction 9638
trollope-1882-1 1882 biography_other 9909
turner1-1799-1 1799 history 8751
turner2-1800-1 1800 travelogue 10084
turner3-1722-2 1722 science_medicine 7861
victoria-186x-diary-2 1863-1866 diary_priv 10100
victoria-186x-official-letters-2 1864-1866 letters_non-priv 11164
victoria-186x-private-letters-1 1863-1865 letters_priv 9390
walpole-174x-1 1740-1747 letters_priv 9643
walpole-179x-2 1790-1795 letters_priv 9897
watson-1817-1 1817 proceedings_trial 28370
watts-1726-2 1726 science_other 8913
weathers-1913-1 1913 handbook_other 9067
webster-1718-1 1718 educ_treatise 2328
wellesley-1815-1 1815 letters_non-priv 11125
wesley-174x-1 1744-1745 diary_priv 10010
wesley-1750-2 1750 sermon 3623
wesley-1755-2 1755 sermon 5180
whewell-1837-1 1837 educ_treatise 9312
white-1784-2 1784 sermon 9035
whitefield-1737-2 1737 sermon 9057
wilde-1895-1 1895 drama_comedy 9717
william-1832-2 1832 letters_non-priv 11090
wollaston-1793-1 1793 sermon 9181
wollstonecraft-1787-2 1787 educ_treatise 9312
wood-1864-2 1864 handbook_other 9065
wyld-1725-2 1725 handbook_other 9178
yonge-1865-1 1865 fiction 9797
text date genre wordcount
cmaelr3-m23 c1400 rule 17039
cmaelr4-m4 a1450 relig_treatise 11196
cmancriw-1-m1 c1230 relig_treatise 49225
cmancriw-2-m1 c1230 relig_treatise 15269
cmastro-m3 a1450_c1391 handbook_astro 6867
cmayenbi-m2 1340 relig_treatise 45945
cmbenrul-m3 a1425 rule 18312
cmboeth-m3 ?a1425_c1380 philosophy 10682
cmbrut3-m3 c1400 history 50377
cmcapchr-m4 a1464 history 52850
cmcapser-m4 c1452 sermon 1469
cmcloud-m3 a1425_?a1400 relig_treatise 15723
cmctmeli-m3 c1390 philosophy/fiction 17518
cmctpars-m3 c1390 relig_treatise 30626
cmearlps-m2 c1350 bible 44454
cmedmund-m4 c1450_1438 biography_life_of_saint 3872
cmedthor-m34 c1440_?1350 relig_trreatise 14046
cmedvern-m3 c1390 relig_treatise 12920
cmequato-m3 c1392 handbook_astro 6307
cmfitzja-m4 ?1495 sermon 5806
cmgaytry-m34 c1440 sermon 5276
cmgregor-m4 c1475 history 37057
cmhali-m1 c1225_?c1200 relig_treatise 8869
cmhilton-m34 a1450_a1396 relig_treatise 4930
cmhorses-m3 a1450 handbook_medicine 6313
cminnoce-m4 1497 sermon 4269
cmjulia-m1 c1225_?c1200 biography_life_of_saint 7180
cmjulnor-m34 c1450_c1400 relig_treatise 5083
cmkathe-m1 c1225_?c1200 biography_life_of_saint 9032
cmkempe-m4 c1450 relig_treatise 64025
cmkentho-m1 a1150_c1125 homily 4287
cmkentse-m2 c1275 homily 3515
cmlamb1-m1 a1225 homily 6462
cmlambx1-mx1 a1225 homily 20653
cmmalory-m4 a1470 romance 60297
cmmandev-m3 ?a1425_c1400 travelogue 51715
cmmarga-m1 c1225_?c1200 biography_life_of_saint 8523
cmmirk-m34 a1500_a1415 sermon 57944
cmntest-m3 c1388 bible 11001
cmorm-m1 ?c1200 homily_poetry 73576
cmotest-m3 a1425_a1382 bible 9910
cmpeterb-m1 c1150 history 7333
cmpolych-m3 a1387 history 46326
cmpurvey-m3 c1388 relig_treatise 39836
cmreynar-m4 1481 fiction 8799
cmreynes-m4 1470-1500 handbook_other 8913
cmrollep-m24 a1450_?1348 relig_treatise 17914
cmrolltr-m24 c1440_a1349 relig_treatise 17708
cmroyal-m34 c1450_c1425 sermon 6349
cmsawles-m1 c1225_?c1200 homily 4304
cmsiege-m4 c1500 romance 7757
cmthorn-mx4 c1440 handbook_medicine 5720
cmtrinit-mx1 a1225 homily 41571
cmvices1-m1 a1225_c1200 relig_treatise 28061
cmvices4-m34 c1450_c1400 relig_treatise 7184
cmwycser-m3 c1400 sermon 56168
