"","ParticipantIdentifier","Age","Condition","NativeSpeaker","EngAoA","Bilingual","Gender","WorkerType","TimeToCompletion","CompletionDate","File","WordFreq","AUROCnofit","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","logL","StartCondition","OrderCondition"
"158","BEwXspCxVBrlwnnWoNNv",30,"highStart_clump",TRUE,"unknown",TRUE,"male","turker",21,"07/13/2020","../data/BEwXspCxVBrlwnnWoNNv_responses.xlsx","AllFreq",0.499968328757859,0.348315852516168,4.06973773978144e-05,0.546901391591753,0,3.13384721580352e-05,0.727044764447709,0.674115223420813,-114.854044743779,"High","Clumped"
"159","BEwXspCxVBrlwnnWoNNv",30,"highStart_clump",TRUE,"unknown",TRUE,"male","turker",21,"07/13/2020","../data/BEwXspCxVBrlwnnWoNNv_responses.xlsx","LoFreq",0.44813369858457,0,4.06951062292764e-05,0.283884346234606,0,3.13384721580352e-05,0.363882601283961,0.499968328757859,-90.4777916244984,"High","Clumped"
"160","BhuXxSlAESArmyCtFEyf",45,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/20/2020","../data/BhuXxSlAESArmyCtFEyf_responses.xlsx","AllFreq",0.560298800524833,0.403032460933725,4.06998264835212e-05,0.587455008739723,0.0734300536641046,8.14849140569055e-05,0.684094766500145,0.713828516172271,-247.881287825195,"High","Clumped"
"161","BhuXxSlAESArmyCtFEyf",45,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/20/2020","../data/BhuXxSlAESArmyCtFEyf_responses.xlsx","LoFreq",0.53273026464376,0.442257614470308,4.06930137200261e-05,0.631336440822105,0,3.13384721580352e-05,0.560981146366158,0.721083129145882,-199.792719645327,"High","Clumped"
"162","BhuXxSlAESArmyCtFEyf",45,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/20/2020","../data/BhuXxSlAESArmyCtFEyf_responses.xlsx","HiFreq",0.596217290831191,0.0145817595431358,4.07194240529116e-05,0.586784335258315,0.563324897786024,8.1438964402845e-05,0.913674345226679,0.659739952003292,-186.846646674809,"High","Clumped"
"163","BnnwA7h5gxb7c2jKGDjl",32,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/13/2020","../data/BnnwA7h5gxb7c2jKGDjl_responses.xlsx","HiFreq",0.529531223138292,0,4.06964182128203e-05,0.2875161514218,0.143160886507853,3.13384721580352e-05,0.423311757359575,0.540273316986713,-239.223784520981,"High","Clumped"
"164","BnnwA7h5gxb7c2jKGDjl",32,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/13/2020","../data/BnnwA7h5gxb7c2jKGDjl_responses.xlsx","AllFreq",0.576579995180964,0,4.07132293846826e-05,0.457607103383298,0.473990971164863,8.14334248313659e-05,0.713761261929179,0.631164695117604,-285.7505430099,"High","Clumped"
"165","BnnwA7h5gxb7c2jKGDjl",32,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",20,"07/13/2020","../data/BnnwA7h5gxb7c2jKGDjl_responses.xlsx","LoFreq",0.649608188440652,0,4.0751688057283e-05,0.824532509769457,0.934645153293164,8.14546603831324e-05,1.29583226389389,0.745454130725193,-206.236779076321,"High","Clumped"
"166","BRCnD6kItx98qCCRW7MO",41,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",14,"07/08/2020","../data/BRCnD6kItx98qCCRW7MO_responses.xlsx","HiFreq",0.619505678587757,0.0855368067039482,4.07027362240662e-05,0.457639646789516,0.973223033937577,0.261478643420229,1.37380912889152,0.775120421130396,-216.238255743377,"High","Clumped"
"167","BRCnD6kItx98qCCRW7MO",41,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",14,"07/08/2020","../data/BRCnD6kItx98qCCRW7MO_responses.xlsx","LoFreq",0.754337754903645,0,4.0693967492483e-05,0.585574818498102,1.72550684830558,0.882503881407799,2.10392768367826,0.887937124375867,-194.071549605997,"High","Clumped"
"168","BRCnD6kItx98qCCRW7MO",41,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",14,"07/08/2020","../data/BRCnD6kItx98qCCRW7MO_responses.xlsx","AllFreq",0.671788352268777,0.0252923235039687,4.28948779229938e-05,0.46430405266524,1.32859354796225,0.670797364357407,1.61908297750562,0.830221068218407,-266.062784375232,"High","Clumped"
"169","brKsa3lhnOSooByTqaSi",24,"lowStart_even",FALSE,"4",TRUE,"male","turker",17,"07/13/2020","../data/brKsa3lhnOSooByTqaSi_responses.xlsx","AllFreq",0.604885787435251,0.0422073420656367,4.07022917878902e-05,0.256674259502223,0.889550026501309,0.469087054620511,1.1544071277796,0.746309805558667,-372.738536239751,"Low","Even"
"170","brKsa3lhnOSooByTqaSi",24,"lowStart_even",FALSE,"4",TRUE,"male","turker",17,"07/13/2020","../data/brKsa3lhnOSooByTqaSi_responses.xlsx","HiFreq",0.559423105467431,0,4.06993567623598e-05,0.100059515313608,0.5382160679373,0.249430288282131,0.798451805513326,0.648145730404394,-260.797203454156,"Low","Even"
"171","brKsa3lhnOSooByTqaSi",24,"lowStart_even",FALSE,"4",TRUE,"male","turker",17,"07/13/2020","../data/brKsa3lhnOSooByTqaSi_responses.xlsx","LoFreq",0.659714230612735,0.21440721723231,4.06914895255376e-05,0.521875298512288,1.12004688748804,0.419550158351133,1.61283410398854,0.831448371166971,-263.504033729466,"Low","Even"
"172","bslCpghpkeRqiG5TypEt",30,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",34,"07/20/2020","../data/bslCpghpkeRqiG5TypEt_responses.xlsx","HiFreq",0.54208448188183,0,4.57857628895989e-05,0.140721684374284,0,3.13384721580352e-05,0.294435355863875,0.499968328757859,-203.536689312764,"High","Clumped"
"173","bslCpghpkeRqiG5TypEt",30,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",34,"07/20/2020","../data/bslCpghpkeRqiG5TypEt_responses.xlsx","LoFreq",0.54208448188183,0.209960991338664,4.0699526506756e-05,0.412461440207054,0,3.13384721580352e-05,0.513150312260125,0.604942174702046,-210.009727148864,"High","Clumped"
"174","bslCpghpkeRqiG5TypEt",30,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",34,"07/20/2020","../data/bslCpghpkeRqiG5TypEt_responses.xlsx","AllFreq",0.54208448188183,0,4.06940979581522e-05,0.219110785648711,0.123405562342397,3.13384721580352e-05,0.363733029056054,0.534726904792933,-273.109263478304,"High","Clumped"
"175","cey7wlOYPHuh3eEbUA1L",65,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",39,"07/13/2020","../data/cey7wlOYPHuh3eEbUA1L_responses.xlsx","AllFreq",0.489095852117771,0,4.30759099586664e-05,0.248271685037599,0,3.13384721580352e-05,0.181798158732571,0.499968328757859,-291.023364159964,"High","Clumped"
"176","cey7wlOYPHuh3eEbUA1L",65,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",39,"07/13/2020","../data/cey7wlOYPHuh3eEbUA1L_responses.xlsx","LoFreq",0.489095852117771,0,4.06969297939647e-05,0.293356881323438,0,3.13384721580352e-05,0.227825152914552,0.499968328757859,-215.296939367195,"High","Clumped"
"177","cey7wlOYPHuh3eEbUA1L",65,"highStart_clump",TRUE,"unknown",FALSE,"female","turker",39,"07/13/2020","../data/cey7wlOYPHuh3eEbUA1L_responses.xlsx","HiFreq",0.489095852117771,0,4.06968226084152e-05,0.330118576602158,0,3.13384721580352e-05,0.240976381741238,0.499968328757859,-216.543546783271,"High","Clumped"
"178","cj69Om7OukRikUDfOWXC",26,"highStart_even",FALSE,"5",TRUE,"male","turker",15,"07/20/2020","../data/cj69Om7OukRikUDfOWXC_responses.xlsx","AllFreq",0.626075613472949,0.329349546029583,0.0371988456503418,0.466821320447352,0.741318876808728,0.25167773730276,1.26807868593851,0.79861202844404,-336.397779418241,"High","Even"
"179","cj69Om7OukRikUDfOWXC",26,"highStart_even",FALSE,"5",TRUE,"male","turker",15,"07/20/2020","../data/cj69Om7OukRikUDfOWXC_responses.xlsx","HiFreq",0.556707576797635,0.190376821995029,4.06918963113594e-05,0.331402652114028,0.339343191239695,8.1425522319866e-05,0.878313520842255,0.671886923487364,-236.413809492285,"High","Even"
"180","cj69Om7OukRikUDfOWXC",26,"highStart_even",FALSE,"5",TRUE,"male","turker",15,"07/20/2020","../data/cj69Om7OukRikUDfOWXC_responses.xlsx","LoFreq",0.720455664556084,0.290104005963991,4.07130926427327e-05,0.624862241673217,1.67652470040527,0.866958546114295,2.2718442550371,0.91550934943416,-209.502348855804,"High","Even"
"181","cLxXDFgr6nnroVYLHDx1",29,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",18,"07/08/2020","../data/cLxXDFgr6nnroVYLHDx1_responses.xlsx","HiFreq",0.585074881857508,0.119784570877504,4.06944816808605e-05,0.368439983770165,0.595282987374892,0.0389671480329413,1.01088792103844,0.703344412767365,-261.800100340985,"Low","Even"
"182","cLxXDFgr6nnroVYLHDx1",29,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",18,"07/08/2020","../data/cLxXDFgr6nnroVYLHDx1_responses.xlsx","AllFreq",0.612626791477396,0.262319113121311,4.06937027911993e-05,0.452983968753634,0.626512940066689,0.155107136717384,1.10691141882552,0.757276788371655,-347.596901674711,"Low","Even"
"183","cLxXDFgr6nnroVYLHDx1",29,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",18,"07/08/2020","../data/cLxXDFgr6nnroVYLHDx1_responses.xlsx","LoFreq",0.644279278589238,0.425120354871189,4.06915962320936e-05,0.650822007514009,0.634098298889101,8.14100758226887e-05,1.37033530114099,0.811929508832236,-253.293566355356,"Low","Even"
"184","Cnu9MncTroHAKmmRY5oa",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",22,"07/20/2020","../data/Cnu9MncTroHAKmmRY5oa_responses.xlsx","AllFreq",0.770692571489235,0.471572915253869,4.07163428202932e-05,0.588719662843723,2.57983377575336,2.10822647213773,3.39672700160091,0.978638653643202,-156.46018165152,"High","Clumped"
"185","Cnu9MncTroHAKmmRY5oa",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",22,"07/20/2020","../data/Cnu9MncTroHAKmmRY5oa_responses.xlsx","LoFreq",0.799584229582706,0.516920356363767,4.07251222344434e-05,0.678075034537862,2.79048135347754,2.17293509431703,3.66362456656961,0.983694059410027,-82.5377944699518,"High","Clumped"
"186","Cnu9MncTroHAKmmRY5oa",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",22,"07/20/2020","../data/Cnu9MncTroHAKmmRY5oa_responses.xlsx","HiFreq",0.747055821474532,0.430114165858891,4.07054987776186e-05,0.595699367113915,2.40596094084003,1.80471916804456,3.25481192504786,0.972091970620795,-99.4364933551689,"High","Clumped"
"187","cTk7v32c5SOscYoWEP1b",56,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/03/2020","../data/cTk7v32c5SOscYoWEP1b_responses.xlsx","AllFreq",0.716067494835443,0.55894803600107,0.366520897843767,0.665917751602773,1.06665854389161,0.499849776694441,1.59250046759267,0.900342905870275,-246.432352282397,"Low","Even"
"188","cTk7v32c5SOscYoWEP1b",56,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/03/2020","../data/cTk7v32c5SOscYoWEP1b_responses.xlsx","LoFreq",0.778844458685398,0.719202806146266,0.447998077400836,0.844484091553789,1.20335897529726,8.14548111679117e-05,2.06486889119734,0.944226878735208,-159.130411430445,"Low","Even"
"189","cTk7v32c5SOscYoWEP1b",56,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/03/2020","../data/cTk7v32c5SOscYoWEP1b_responses.xlsx","HiFreq",0.671285019534935,0.405751574878397,0.112257906935613,0.556304851218507,0.996628942395962,0.351588534177719,1.61709538675328,0.856855869661103,-182.744437878956,"Low","Even"
"190","cxCdkdtKXasHO7KgaAil",35,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/20/2020","../data/cxCdkdtKXasHO7KgaAil_responses.xlsx","LoFreq",0.63591038117147,0.402246803042258,0.0031701126373677,0.589315033218987,0.621435277251555,8.14094983665423e-05,1.33638136347637,0.802519191326155,-252.523423070957,"Low","Even"
"191","cxCdkdtKXasHO7KgaAil",35,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/20/2020","../data/cxCdkdtKXasHO7KgaAil_responses.xlsx","HiFreq",0.598428123297253,0.385134043856285,0.226887040197471,0.481176092602814,0,3.13384721580352e-05,0.541385843836507,0.692523153013099,-265.134928528059,"Low","Even"
"192","cxCdkdtKXasHO7KgaAil",35,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/20/2020","../data/cxCdkdtKXasHO7KgaAil_responses.xlsx","AllFreq",0.616576650591924,0.416717493265731,0.243113233244327,0.519554305011206,0.21309136555758,8.1399907535297e-05,0.74393431489786,0.74323099577532,-371.95639794865,"Low","Even"
"193","d3ENGYqtS0M2cipB7IaN",34,"highStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/20/2020","../data/d3ENGYqtS0M2cipB7IaN_responses.xlsx","AllFreq",0.507848903824652,0.100458887106948,0.0360659140160656,0.165609114640854,0.00258541608672521,3.13384721580352e-05,0.453280914133984,0.550850498626914,-161.423999789706,"High","Even"
"194","d3ENGYqtS0M2cipB7IaN",34,"highStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/20/2020","../data/d3ENGYqtS0M2cipB7IaN_responses.xlsx","HiFreq",0.458630144240487,0,6.60408543905442e-05,0.0343868125743895,0,3.13384721580352e-05,0.230963501131881,0.499968328757859,-84.8869186485587,"High","Even"
"195","d3ENGYqtS0M2cipB7IaN",34,"highStart_even",TRUE,"unknown",FALSE,"female","turker",14,"07/20/2020","../data/d3ENGYqtS0M2cipB7IaN_responses.xlsx","LoFreq",0.563384968401806,0.190271591561252,0.0506005012064412,0.328709527025091,0.398330866240409,8.14126244698911e-05,0.956949208221073,0.684859068857349,-122.654442772499,"High","Even"
"196","D95ms7JHPAGc5QDTcRtT",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",13,"07/20/2020","../data/D95ms7JHPAGc5QDTcRtT_responses.xlsx","AllFreq",0.596378459346397,0.233270084551961,0.0838227575149755,0.335952569268125,0.530194732189876,0.196907487556105,0.866390977229206,0.728584256453814,-329.826284211171,"High","Clumped"
"197","D95ms7JHPAGc5QDTcRtT",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",13,"07/20/2020","../data/D95ms7JHPAGc5QDTcRtT_responses.xlsx","HiFreq",0.499968328757859,0.0234375284155923,4.67578286555662e-05,0.0898543848328887,0.0163704774377572,3.13384721580352e-05,0.324471287165029,0.51619495272098,-213.794885171206,"High","Clumped"
"198","D95ms7JHPAGc5QDTcRtT",28,"highStart_clump",TRUE,"unknown",FALSE,"male","turker",13,"07/20/2020","../data/D95ms7JHPAGc5QDTcRtT_responses.xlsx","LoFreq",0.756306397956905,0.455478637470691,4.07053021818081e-05,0.618751726058321,1.47840310987666,0.965313225258955,2.16358738325169,0.918897516076186,-205.388027352839,"High","Clumped"
"199","D9Yd8tC7yEfBGutCdJa9",38,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",12,"07/08/2020","../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","AllFreq",0.576837726354825,0.136170232780485,0.0389672780572094,0.231478171376966,0.431497996418893,0.110981277363182,0.728508962578435,0.671545637073905,-272.117959213744,"Low","Clumped"
"200","D9Yd8tC7yEfBGutCdJa9",38,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",12,"07/08/2020","../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","HiFreq",0.48148793180826,0.0517577019132442,0.00177981824197173,0.120275232535074,0,3.13384721580352e-05,0.157246823385689,0.52584554048417,-180.565166300376,"Low","Clumped"
"201","D9Yd8tC7yEfBGutCdJa9",38,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",12,"07/08/2020","../data/D9Yd8tC7yEfBGutCdJa9_responses.xlsx","LoFreq",0.718203224160334,0.177104697572959,4.06926344310025e-05,0.327340465910303,1.47060253526991,1.04984644959791,1.95593065186606,0.876676367802247,-169.372562055387,"Low","Clumped"
"202","Dck1yEyMxo75mFmiOP4U",38,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",23,"07/08/2020","../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","HiFreq",0.695095561115522,0,4.0700879246932e-05,0.836705354529488,1.03841671803533,8.15265336038133e-05,1.42703294096717,0.768358379734764,-191.001702273424,"Low","Even"
"203","Dck1yEyMxo75mFmiOP4U",38,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",23,"07/08/2020","../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","LoFreq",0.425374078452023,0,6.60408543905442e-05,0.0731580552252213,0,3.13384721580352e-05,0.0729843435673976,0.499968328757859,-257.268338325003,"Low","Even"
"204","Dck1yEyMxo75mFmiOP4U",38,"lowStart_even",TRUE,"unknown",FALSE,"female","turker",23,"07/08/2020","../data/Dck1yEyMxo75mFmiOP4U_responses.xlsx","AllFreq",0.507181417990068,0.13147499417329,5.99512779601024e-05,0.326150319026154,0,3.13384721580352e-05,0.325008765662475,0.565701661868843,-314.903953821505,"Low","Even"
"205","DMy3dmyO5xKMSLkICBTR",30,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",16,"07/05/2020","../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","LoFreq",0.661858357516394,0.532987997143983,4.07118920536059e-05,0.807500130359798,0.590887978485001,3.13384721580352e-05,1.43233116594748,0.842021182225835,-258.258294536835,"Low","Clumped"
"206","DMy3dmyO5xKMSLkICBTR",30,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",16,"07/05/2020","../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","HiFreq",0.552206098229362,0,4.06941861830284e-05,0.254751597177704,0.237417696603864,8.16058973436406e-05,0.489366114746152,0.566609070056529,-293.749152400912,"Low","Clumped"
"207","DMy3dmyO5xKMSLkICBTR",30,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",16,"07/05/2020","../data/DMy3dmyO5xKMSLkICBTR_responses.xlsx","AllFreq",0.598313278673231,0.200966333169245,4.07189103201411e-05,0.497583756629112,0.432815144432674,8.1424645085439e-05,0.835052353461576,0.696459519422206,-369.279532565235,"Low","Clumped"
"208","Dnefkqq8eFvwxGpXu9AO",32,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",37,"07/20/2020","../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","HiFreq",0.653781258006347,0.54358202345259,0.451009191549183,0.632766396073653,0.301558825084791,8.14880270988181e-05,0.979854035753413,0.810257162796916,-167.273401438402,"Low","Clumped"
"209","Dnefkqq8eFvwxGpXu9AO",32,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",37,"07/20/2020","../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","AllFreq",0.631949399612949,0.468921641989298,0.403631605059641,0.534054455733405,0.363353584710446,8.14165980549618e-05,0.857564726339327,0.788229441257045,-269.622510300255,"Low","Clumped"
"210","Dnefkqq8eFvwxGpXu9AO",32,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",37,"07/20/2020","../data/Dnefkqq8eFvwxGpXu9AO_responses.xlsx","LoFreq",0.611329392570042,0.392905396698836,0.304510352822227,0.484823191500323,0.412664691078918,8.14320370918262e-05,1.0079691338646,0.766055369383594,-166.823598878006,"Low","Clumped"
"211","dpe9eGDmr3YvTipVN3Cv",44,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",19,"07/20/2020","../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","HiFreq",0.586156225349896,0.324880684771553,0.184577167139371,0.448878917869384,0.198731150013761,3.14670153391329e-05,0.720895910928357,0.700109323499419,-221.208482166065,"Low","Even"
"212","dpe9eGDmr3YvTipVN3Cv",44,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",19,"07/20/2020","../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","AllFreq",0.603853861631251,0.39064760285709,0.281356436372614,0.488437327609807,0.253329886210699,8.1531748284451e-05,0.686739822721563,0.738577339201129,-322.838822817338,"Low","Even"
"213","dpe9eGDmr3YvTipVN3Cv",44,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",19,"07/20/2020","../data/dpe9eGDmr3YvTipVN3Cv_responses.xlsx","LoFreq",0.622607529448487,0.455828468598889,0.295532800227339,0.585310940317018,0.324915134650288,8.15126733598619e-05,0.917317326897322,0.777286637711313,-218.306390234461,"Low","Even"
"214","DQKtnphD9xuu9nDWQ4QK",45,"lowStart_even",TRUE,"unknown",TRUE,"female","turker",29,"07/13/2020","../data/DQKtnphD9xuu9nDWQ4QK_responses.xlsx","HiFreq",0.56929220684242,0.237644141177278,4.07077971367675e-05,0.370836466473561,0.247454897745988,3.12943253797176e-05,0.917863935464757,0.671711103401776,-252.143106796189,"Low","Even"
"215","DQKtnphD9xuu9nDWQ4QK",45,"lowStart_even",TRUE,"unknown",TRUE,"female","turker",29,"07/13/2020","../data/DQKtnphD9xuu9nDWQ4QK_responses.xlsx","AllFreq",0.56929220684242,0.30926150465756,0.163339537428198,0.373880503367627,0,3.13384721580352e-05,0.566880156732183,0.654589286391001,-372.141732543343,"Low","Even"
"216","DQKtnphD9xuu9nDWQ4QK",45,"lowStart_even",TRUE,"unknown",TRUE,"female","turker",29,"07/13/2020","../data/DQKtnphD9xuu9nDWQ4QK_responses.xlsx","LoFreq",0.56929220684242,0.330892695874817,0.187540430603786,0.418552709227749,0,3.10948497583955e-05,0.554550960557608,0.665404196913187,-256.127133980711,"Low","Even"
"217","DxIVmdHVvNLygqsihrB8",23,"lowStart_clump",FALSE,"5",TRUE,"male","turker",13,"07/20/2020","../data/DxIVmdHVvNLygqsihrB8_responses.xlsx","LoFreq",0.512946064657626,0.0579158023130896,4.0709164073232e-05,0.166371725005772,0,3.13384721580352e-05,0.302842897401089,0.528924395649483,-251.787329630296,"Low","Clumped"
"218","DxIVmdHVvNLygqsihrB8",23,"lowStart_clump",FALSE,"5",TRUE,"male","turker",13,"07/20/2020","../data/DxIVmdHVvNLygqsihrB8_responses.xlsx","HiFreq",0.487468351011557,0.00552551432413911,4.57650660924487e-05,0.109868232253567,0.00118369420670831,3.13384721580352e-05,0.280025633985802,0.503062900924306,-250.22874741446,"Low","Clumped"
"219","DxIVmdHVvNLygqsihrB8",23,"lowStart_clump",FALSE,"5",TRUE,"male","turker",13,"07/20/2020","../data/DxIVmdHVvNLygqsihrB8_responses.xlsx","AllFreq",0.499968328757859,0.0358202239572302,4.67349638093661e-05,0.115995423875648,0,3.13384721580352e-05,0.242944734600088,0.5178773062662,-338.612566098011,"Low","Clumped"
"220","eCGCJQtSYFO7tiNThGPV",26,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/05/2020","../data/eCGCJQtSYFO7tiNThGPV_responses.xlsx","LoFreq",0.450734597417068,0,6.60408543905442e-05,0.0509297545634042,0,3.13384721580352e-05,0.0773084858808301,0.499968328757859,-303.613121106888,"Low","Even"
"221","eCGCJQtSYFO7tiNThGPV",26,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/05/2020","../data/eCGCJQtSYFO7tiNThGPV_responses.xlsx","AllFreq",0.513521917458093,0.124097307310493,5.34694642591446e-05,0.250327264350725,0,3.13384721580352e-05,0.345079557893271,0.562013052097882,-412.641723610007,"Low","Even"
"222","eCGCJQtSYFO7tiNThGPV",26,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",30,"07/05/2020","../data/eCGCJQtSYFO7tiNThGPV_responses.xlsx","HiFreq",0.594962841589222,0.435784702773825,4.07086100675754e-05,0.619071635288507,0.133198082764392,8.14214283038568e-05,0.94161071116397,0.739008876945263,-291.810913604873,"Low","Even"
"223","ekYMQKAIWbMCbkEFYf0k",52,"lowStart_clump",TRUE,"unknown",FALSE,"female","turker",17,"07/20/2020","../data/ekYMQKAIWbMCbkEFYf0k_responses.xlsx","HiFreq",0.474745401412292,0,6.60408543905442e-05,0.0178182905821798,0,3.13384721580352e-05,0.0837498230924933,0.499968328757859,-188.620389807782,"Low","Clumped"
"224","ekYMQKAIWbMCbkEFYf0k",52,"lowStart_clump",TRUE,"unknown",FALSE,"female","turker",17,"07/20/2020","../data/ekYMQKAIWbMCbkEFYf0k_responses.xlsx","AllFreq",0.552751143264686,0.202982508942627,0.1172059585327,0.272851867128312,0.0265089917701134,8.14188636136566e-05,0.394904297676495,0.60741146966393,-359.157788686555,"Low","Clumped"
"225","ekYMQKAIWbMCbkEFYf0k",52,"lowStart_clump",TRUE,"unknown",FALSE,"female","turker",17,"07/20/2020","../data/ekYMQKAIWbMCbkEFYf0k_responses.xlsx","LoFreq",0.64613062012495,0.387549550809481,0.175379265056339,0.550815267739193,0.754767253494915,0.0727855270774575,1.23994809628245,0.81809235913579,-248.207504519177,"Low","Clumped"
"226","em3T90dauoSADClEIlLu",25,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",25,"07/20/2020","../data/em3T90dauoSADClEIlLu_responses.xlsx","AllFreq",0.499968328757859,0.0426435305624241,5.68810349498041e-05,0.184993591219287,0,3.13384721580352e-05,0.200551415119485,0.521288743465902,-421.662557375437,"Low","Clumped"
"227","em3T90dauoSADClEIlLu",25,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",25,"07/20/2020","../data/em3T90dauoSADClEIlLu_responses.xlsx","LoFreq",0.472178673675444,0,5.19496849776422e-05,0.113984712620874,0,3.13384721580352e-05,0.145101007708256,0.499968328757859,-310.809845823408,"Low","Clumped"
"228","em3T90dauoSADClEIlLu",25,"lowStart_clump",TRUE,"unknown",FALSE,"male","turker",25,"07/20/2020","../data/em3T90dauoSADClEIlLu_responses.xlsx","HiFreq",0.531224259578721,0.16717257377745,4.07906794347111e-05,0.336952458381497,0,3.13384721580352e-05,0.33886025039698,0.583549321083865,-313.083307699681,"Low","Clumped"
"229","eNHPKmyfo0xeCsOHt8fo",40,"highStart_even",FALSE,"12",TRUE,"female","volunteer",16,"07/14/2020","../data/eNHPKmyfo0xeCsOHt8fo_responses.xlsx","LoFreq",0.549928916753288,0,4.06946074331383e-05,0.503449451227346,0.391358155211053,3.13384721580352e-05,0.655306344437681,0.608935950197065,-281.31817772212,"High","Even"
"230","eNHPKmyfo0xeCsOHt8fo",40,"highStart_even",FALSE,"12",TRUE,"female","volunteer",16,"07/14/2020","../data/eNHPKmyfo0xeCsOHt8fo_responses.xlsx","HiFreq",0.591896794202967,0,4.08149494061981e-05,0.686625574774394,0.684284713320234,8.13852583076636e-05,0.964915479029835,0.685631047601873,-266.772099852979,"High","Even"
"231","eNHPKmyfo0xeCsOHt8fo",40,"highStart_even",FALSE,"12",TRUE,"female","volunteer",16,"07/14/2020","../data/eNHPKmyfo0xeCsOHt8fo_responses.xlsx","AllFreq",0.569701697428172,0,4.0930025013354e-05,0.557347732322805,0.530955671075383,8.13973008067181e-05,0.747969806636444,0.646240201715955,-353.153672398652,"High","Even"
"232","evKrfpE7Gv7kgP2IJqm5",61,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",32,"07/20/2020","../data/evKrfpE7Gv7kgP2IJqm5_responses.xlsx","AllFreq",0.519148832996507,0,4.06909982905791e-05,0.194607922083198,0.153537852141206,3.13384721580352e-05,0.357139292510275,0.543183605289414,-392.819236435487,"Low","Even"
"233","evKrfpE7Gv7kgP2IJqm5",61,"lowStart_even",TRUE,"unknown",FALSE,"male","turker",32,"07/20/2020","../data/evKrfpE7Gv7kgP2IJqm5_responses.xlsx","HiFreq",0.514220328315332,0,4.06958265915364e-05,0.143528306976943,0.0450211245272707,3.13384721580352e-05,0.295515007513886,0.512663255859934,-292.820189529346,"Low","Even"
