"Participant","File","Task.Condition","Fit.type","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","Frequency","Age","Sex","LowOrHighStart","ClumpedOrEven","NativeSpeaker","EngAoA","Bilingual","WorkerType","TimeToCompletion"
"aknEH1A6P6TPkt4UtWP4","aknEH1A6P6TPkt4UtWP4_responses_low.xlsx","Sheet1","Conf",0.1616687695,0,0.35,0.2936061977,3.77716900279258e-05,0.7394876963,0.6497730959,"low",27,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",24
"aM3Kw1D888nylpTvov6u","aM3Kw1D888nylpTvov6u_responses_high.xlsx","Sheet1","Conf",0.0163230436,0,0.1,8.66164664197715e-07,8.66164664197715e-07,0.2164018305,0.5081614708,"high",33,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"aM3Kw1D888nylpTvov6u","aM3Kw1D888nylpTvov6u_responses_low.xlsx","Sheet1","Conf",6.52370674948087e-07,0,0.075,0.1355451421,4.07902065730081e-05,0.4018940135,0.5381781313,"low",33,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"APb1yHY02MDw6uIMXsGP","APb1yHY02MDw6uIMXsGP_responses_high.xlsx","Sheet1","Conf",1.20520988903922e-06,0,0.35,0.2576599414,2.98266009292237e-05,0.5126066642,0.5722846302,"high",56,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"APb1yHY02MDw6uIMXsGP","APb1yHY02MDw6uIMXsGP_responses_low.xlsx","Sheet1","Conf",6.88848146657232e-06,0,0.1,1.40116864895547e-06,5.35198799930221e-07,0.1095289722,0.5000035528,"low",56,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"aq479F2OiHvxdVs3uE1d","aq479F2OiHvxdVs3uE1d_responses_high.xlsx","Sheet1","Conf",4.71886596642513e-06,0,0.05,9.28352863733777e-06,3.546e-06,0.138035185,0.5000046916,"high",39,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"aq479F2OiHvxdVs3uE1d","aq479F2OiHvxdVs3uE1d_responses_low.xlsx","Sheet1","Conf",0.1740409327,0,0.6,1.3837304188,0.6050159376,1.8470373596,0.864602633,"low",39,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"aTLctsSSDxDNOxjny6hM","aTLctsSSDxDNOxjny6hM_responses_high.xlsx","Sheet1","Conf",2.60985049271839e-06,0,0.8,3.0913679409,1.7097540241,3.553512662,0.9855892834,"high",45,"male","High Start","Clump",FALSE,"3",TRUE,"turker",42
"aTLctsSSDxDNOxjny6hM","aTLctsSSDxDNOxjny6hM_responses_low.xlsx","Sheet1","Conf",0.5819294712,0,0.9,2.4477181333,0.3803677641,3.3596041732,0.9825478206,"low",45,"male","High Start","Clump",FALSE,"3",TRUE,"turker",42
"b1UDYv3vLQsRXOqb33ga","b1UDYv3vLQsRXOqb33ga_responses_high.xlsx","Sheet1","Conf",0.3304106578,0,0.5,0.0640159388,3.59045975184109e-05,0.689368292,0.6772926673,"high",48,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"b1UDYv3vLQsRXOqb33ga","b1UDYv3vLQsRXOqb33ga_responses_low.xlsx","Sheet1","Conf",0.3084200291,0.15,0.45,1.02010490855719e-06,6.04467907866465e-07,0.3448883139,0.6542098385,"low",48,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"BBhfuqXNkrBhghK87DsX","BBhfuqXNkrBhghK87DsX_responses_high.xlsx","Sheet1","Conf",0.1285628822,0,0.25,0.4838041444,4.32797858500301e-05,1.0370312284,0.6809340132,"high",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",17
"BBhfuqXNkrBhghK87DsX","BBhfuqXNkrBhghK87DsX_responses_low.xlsx","Sheet1","Conf",0.1316599729,0,0.3,0.906788594,0.2955922181,1.4005652761,0.7736255859,"low",37,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",17
"BBQgWA4Em8oSWMLx6pD6","BBQgWA4Em8oSWMLx6pD6_responses_high.xlsx","Sheet1","Conf",0.3131175047,0.04,0.45,0.9393079067,0.4628263039,1.4283849372,0.8260233362,"high",32,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",18
"BBQgWA4Em8oSWMLx6pD6","BBQgWA4Em8oSWMLx6pD6_responses_low.xlsx","Sheet1","Conf",0.7629781302,0.5,0.8,1.3768211799,0.5357284978,2.2097241766,0.9608584822,"low",32,"female","High Start","Even",TRUE,"unknown",TRUE,"turker",18
"bddlnTSAiLsaHFpS9AQp","bddlnTSAiLsaHFpS9AQp_responses_high.xlsx","Sheet1","Conf",1.81730095147284e-07,0,0.15,0.0539237163,3.47216066105422e-05,0.3255415422,0.5152077155,"high",43,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",21
"bddlnTSAiLsaHFpS9AQp","bddlnTSAiLsaHFpS9AQp_responses_low.xlsx","Sheet1","Conf",0.6666307374,0.5,0.7,2.95374051404689e-08,6.44764510878715e-08,0.5505154182,0.8333148937,"low",43,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",21
"bemm0iU4kWxNLDOLRuwt","bemm0iU4kWxNLDOLRuwt_responses_high.xlsx","Sheet1","Conf",1.75432860851372e-06,0,0.04,0.0001117866,7.6032e-05,0.4315079688,0.5000321249,"high",24,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",11
"bemm0iU4kWxNLDOLRuwt","bemm0iU4kWxNLDOLRuwt_responses_low.xlsx","Sheet1","Conf",0.1431790915,0.01,0.25,0.4138180964,0,0.9881305257,0.6702018287,"low",24,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",11
"BEwXspCxVBrlwnnWoNNv","BEwXspCxVBrlwnnWoNNv_responses_high.xlsx","Sheet1","Conf",1.05892021825593e-05,0,0.8,1.209190398,4.02784941582849e-05,1.7954877447,0.8037336105,"high",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",21
"BEwXspCxVBrlwnnWoNNv","BEwXspCxVBrlwnnWoNNv_responses_low.xlsx","Sheet1","Conf",0.0001821074,0,0.25,3.50457429886024e-06,1.33862826606528e-06,0.3643490538,0.5000917554,"low",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",21
"BhuXxSlAESArmyCtFEyf","BhuXxSlAESArmyCtFEyf_responses_high.xlsx","Sheet1","Conf",0.0146030232,0,0.5,0.563315272,3.43425578173456e-05,0.9137200753,0.6598449423,"high",45,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"BhuXxSlAESArmyCtFEyf","BhuXxSlAESArmyCtFEyf_responses_low.xlsx","Sheet1","Conf",0.4422897455,0.25,0.6,2.77e-07,4.73823121458322e-07,0.4715675194,0.7211445029,"low",45,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"BnnwA7h5gxb7c2jKGDjl","BnnwA7h5gxb7c2jKGDjl_responses_high.xlsx","Sheet1","Conf",2.53622159124379e-07,0,0.25,0.1431366093,0,0.423419546,0.5403090877,"high",32,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"BnnwA7h5gxb7c2jKGDjl","BnnwA7h5gxb7c2jKGDjl_responses_low.xlsx","Sheet1","Conf",3.90417941252881e-06,0,0.8,0.9346927713,8.32667268468867e-17,1.2959013636,0.7456713275,"low",32,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"BRCnD6kItx98qCCRW7MO","BRCnD6kItx98qCCRW7MO_responses_high.xlsx","Sheet1","Conf",0.0854800195,0,0.45,0.9732826347,0.262647983,1.3738989195,0.7753398474,"high",41,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"BRCnD6kItx98qCCRW7MO","BRCnD6kItx98qCCRW7MO_responses_low.xlsx","Sheet1","Conf",5.58078012210621e-08,0,0.5,1.7255798066,0.8964290672,2.1039639137,0.8887993396,"low",41,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"brKsa3lhnOSooByTqaSi","brKsa3lhnOSooByTqaSi_responses_high.xlsx","Sheet1","Conf",3.1979566217151e-07,0,0.1,0.5382326961,0.2494299347,0.7985650019,0.6482453251,"high",24,"male","Low Start","Even",FALSE,"4",TRUE,"turker",17
"brKsa3lhnOSooByTqaSi","brKsa3lhnOSooByTqaSi_responses_low.xlsx","Sheet1","Conf",0.2143619099,0,0.5,1.1200716031,0.4244291835,1.6128695617,0.831733819,"low",24,"male","Low Start","Even",FALSE,"4",TRUE,"turker",17
"bslCpghpkeRqiG5TypEt","bslCpghpkeRqiG5TypEt_responses_high.xlsx","Sheet1","Conf",1.17961196366423e-15,0,0.1,0.00103125,1.96951224550826e-05,0.2946270192,0.5002906236,"high",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",34
"bslCpghpkeRqiG5TypEt","bslCpghpkeRqiG5TypEt_responses_low.xlsx","Sheet1","Conf",0.2093815297,0,0.4,0.0010047703,3.21214585779638e-05,0.5134432576,0.6049145117,"low",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",34
"cey7wlOYPHuh3eEbUA1L","cey7wlOYPHuh3eEbUA1L_responses_high.xlsx","Sheet1","Conf",9.26668920742505e-05,0,0.3,1.31193296983854e-05,5.01113803516734e-06,0.2410315444,0.5000497473,"high",65,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",39
"cey7wlOYPHuh3eEbUA1L","cey7wlOYPHuh3eEbUA1L_responses_low.xlsx","Sheet1","Conf",2.09563586184477e-05,0,0.25,9.43773193285026e-06,3.60489282163856e-06,0.2278237154,0.5000128538,"low",65,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",39
"Civ8jdtyhrJeU0JcJ5m4","Civ8jdtyhrJeU0JcJ5m4_responses_high.xlsx","Sheet1","Conf",8.79710152331536e-09,0,0.05,0.1636036675,4.07671609800363e-05,0.5573766918,0.5460487231,"high",37,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",11
"Civ8jdtyhrJeU0JcJ5m4","Civ8jdtyhrJeU0JcJ5m4_responses_low.xlsx","Sheet1","Conf",0.1999836253,0,0.35,1.0015225462,0.3620605802,1.6356740048,0.808463235,"low",37,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",11
"cj69Om7OukRikUDfOWXC","cj69Om7OukRikUDfOWXC_responses_high.xlsx","Sheet1","Conf",0.1903736167,0,0.3,0.3394054924,5.08661348969111e-05,0.8782594149,0.6719660465,"high",26,"male","High Start","Even",FALSE,"5",TRUE,"turker",15
"cj69Om7OukRikUDfOWXC","cj69Om7OukRikUDfOWXC_responses_low.xlsx","Sheet1","Conf",0.290035341,0,0.6,1.6765945376,0.8727443961,2.2719302045,0.9162922412,"low",26,"male","High Start","Even",FALSE,"5",TRUE,"turker",15
"cLxXDFgr6nnroVYLHDx1","cLxXDFgr6nnroVYLHDx1_responses_high.xlsx","Sheet1","Conf",0.11973821,0,0.35,0.5953395483,0.0477026776,1.010938554,0.7034492001,"high",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",18
"cLxXDFgr6nnroVYLHDx1","cLxXDFgr6nnroVYLHDx1_responses_low.xlsx","Sheet1","Conf",0.4251593573,0,0.6,0.6340040964,5.48759362267061e-05,1.3703660312,0.8120467936,"low",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",18
"Cnu9MncTroHAKmmRY5oa","Cnu9MncTroHAKmmRY5oa_responses_high.xlsx","Sheet1","Conf",0.4285316783,0,0.5,2.426766023,1.8360866564,3.3143752017,0.9753793674,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",22
"Cnu9MncTroHAKmmRY5oa","Cnu9MncTroHAKmmRY5oa_responses_low.xlsx","Sheet1","Conf",0.5142758412,0,0.6,2.8310952297,2.2073347177,3.7763615965,0.9889988061,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",22
"cTk7v32c5SOscYoWEP1b","cTk7v32c5SOscYoWEP1b_responses_high.xlsx","Sheet1","Conf",0.4058818919,0.15,0.5,0.9963003917,0.3523485812,1.6148464477,0.8570765186,"high",56,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",14
"cTk7v32c5SOscYoWEP1b","cTk7v32c5SOscYoWEP1b_responses_low.xlsx","Sheet1","Conf",0.7192677523,0.45,0.8,1.2031963907,4.86473618872824e-05,2.0624242942,0.9445709613,"low",56,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",14
"cxCdkdtKXasHO7KgaAil","cxCdkdtKXasHO7KgaAil_responses_high.xlsx","Sheet1","Conf",0.3851622304,0.3,0.45,8.33905882788217e-07,5.72e-07,0.517961517,0.6925808628,"high",35,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"cxCdkdtKXasHO7KgaAil","cxCdkdtKXasHO7KgaAil_responses_low.xlsx","Sheet1","Conf",0.4022463647,0.01,0.5,0.6214058275,5.77553651749939e-05,1.336323789,0.8026299667,"low",35,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"d3ENGYqtS0M2cipB7IaN","d3ENGYqtS0M2cipB7IaN_responses_high.xlsx","Sheet1","Conf",3.45651432871892e-06,0,0.03,7.3498808754047e-06,2.80740468114176e-06,0.2314788061,0.500003515,"high",34,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"d3ENGYqtS0M2cipB7IaN","d3ENGYqtS0M2cipB7IaN_responses_low.xlsx","Sheet1","Conf",0.1901033645,0.05,0.3,0.3999512421,5.7294734707213e-05,0.957748898,0.6852237233,"low",34,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",14
"D95ms7JHPAGc5QDTcRtT","D95ms7JHPAGc5QDTcRtT_responses_high.xlsx","Sheet1","Conf",0.0234743266,0,0.075,0.0161696955,3.71115414408729e-05,0.323696786,0.5161910847,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"D95ms7JHPAGc5QDTcRtT","D95ms7JHPAGc5QDTcRtT_responses_low.xlsx","Sheet1","Conf",0.4556884436,0,0.6,1.4780936722,0.9937685071,2.1635881043,0.919456737,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"D9Yd8tC7yEfBGutCdJa9","D9Yd8tC7yEfBGutCdJa9_responses_high.xlsx","Sheet1","Conf",0.0517869235,0.01,0.1,1.14526104856384e-06,4.37450794560042e-07,0.1566220162,0.5258934666,"high",38,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"D9Yd8tC7yEfBGutCdJa9","D9Yd8tC7yEfBGutCdJa9_responses_low.xlsx","Sheet1","Conf",0.177307931,0,0.3,1.4732776977,1.0571321173,1.961838676,0.8776157038,"low",38,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"Dck1yEyMxo75mFmiOP4U","Dck1yEyMxo75mFmiOP4U_responses_high.xlsx","Sheet1","Conf",5.30526534714001e-06,0,0.8,1.0395542975,4.57757477208798e-05,1.4289006514,0.7688542965,"high",38,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",23
"Dck1yEyMxo75mFmiOP4U","Dck1yEyMxo75mFmiOP4U_responses_low.xlsx","Sheet1","Conf",4.07440720486495e-06,0,0.05,4.15313483608927e-06,1.58635634752488e-06,0.0730768465,0.5000029221,"low",38,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",23
"dCliarBVjlLvgqsrAgCo","dCliarBVjlLvgqsrAgCo_responses_high.xlsx","Sheet1","Conf",6.79921844462579e-07,0,0.05,3.4543232759476e-06,1.3194340832821e-06,0.1297163775,0.5000010278,"high",32,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"dCliarBVjlLvgqsrAgCo","dCliarBVjlLvgqsrAgCo_responses_low.xlsx","Sheet1","Conf",3.60694787274234e-07,0,0.15,0.4408274161,0.0704396842,0.746925104,0.6223701642,"low",32,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"DMy3dmyO5xKMSLkICBTR","DMy3dmyO5xKMSLkICBTR_responses_high.xlsx","Sheet1","Conf",2.65413832311085e-07,0,0.25,0.2373946564,3.48606869181612e-05,0.4894593484,0.5666544436,"high",30,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",16
"DMy3dmyO5xKMSLkICBTR","DMy3dmyO5xKMSLkICBTR_responses_low.xlsx","Sheet1","Conf",0.5329593071,0,0.8,0.5909614195,6.10622663543836e-16,1.4323867483,0.8421305871,"low",30,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",16
"Dnefkqq8eFvwxGpXu9AO","Dnefkqq8eFvwxGpXu9AO_responses_high.xlsx","Sheet1","Conf",0.5436486572,0.5,0.6,0.3004176483,3.64585080954391e-05,0.9653667713,0.8102091711,"high",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",37
"Dnefkqq8eFvwxGpXu9AO","Dnefkqq8eFvwxGpXu9AO_responses_low.xlsx","Sheet1","Conf",0.3929766186,0.35,0.45,0.4119139194,3.56532172737267e-05,0.9951333437,0.7660386149,"low",32,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",37
"dpe9eGDmr3YvTipVN3Cv","dpe9eGDmr3YvTipVN3Cv_responses_high.xlsx","Sheet1","Conf",0.3249617392,0.2,0.4,0.1982559982,4.28812340350048e-05,0.7172950728,0.7001101098,"high",44,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"dpe9eGDmr3YvTipVN3Cv","dpe9eGDmr3YvTipVN3Cv_responses_low.xlsx","Sheet1","Conf",0.4559203448,0.3,0.5,0.3245215038,4.1368e-05,0.9167867189,0.7773343881,"low",44,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",19
"DQKtnphD9xuu9nDWQ4QK","DQKtnphD9xuu9nDWQ4QK_responses_high.xlsx","Sheet1","Conf",0.237629957,0,0.35,0.2475323356,1.62647625248296e-05,0.9178712831,0.6717785579,"high",45,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",29
"DQKtnphD9xuu9nDWQ4QK","DQKtnphD9xuu9nDWQ4QK_responses_low.xlsx","Sheet1","Conf",0.3309157043,0.25,0.4,1.2674202634455e-06,8.28e-07,0.5290245258,0.6654577099,"low",45,"female","Low Start","Even",TRUE,"unknown",TRUE,"turker",29
"DxIVmdHVvNLygqsihrB8","DxIVmdHVvNLygqsihrB8_responses_high.xlsx","Sheet1","Conf",0.0055083747,0,0.1,0.0012038179,1.51788304147971e-18,0.2801456006,0.5030916193,"high",23,"male","Low Start","Clump",FALSE,"5",TRUE,"turker",13
"DxIVmdHVvNLygqsihrB8","DxIVmdHVvNLygqsihrB8_responses_low.xlsx","Sheet1","Conf",0.0578705532,0,0.15,1.46717821895732e-07,1.54053712990519e-07,0.3029089723,0.5289350123,"low",23,"male","Low Start","Clump",FALSE,"5",TRUE,"turker",13
"eCGCJQtSYFO7tiNThGPV","eCGCJQtSYFO7tiNThGPV_responses_high.xlsx","Sheet1","Conf",0.4358054855,0,0.6,0.1331511206,4.1737812971248e-05,0.9416555563,0.7390629698,"high",26,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"eCGCJQtSYFO7tiNThGPV","eCGCJQtSYFO7tiNThGPV_responses_low.xlsx","Sheet1","Conf",0,0,0.05,0,0,0.0774298315,0.4999997133,"low",26,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"ekYMQKAIWbMCbkEFYf0k","ekYMQKAIWbMCbkEFYf0k_responses_high.xlsx","Sheet1","Conf",1.25219721419332e-07,0,0.01,1.68329199769063e-05,6.42960330127111e-06,0.0837366905,0.5000045244,"high",52,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"ekYMQKAIWbMCbkEFYf0k","ekYMQKAIWbMCbkEFYf0k_responses_low.xlsx","Sheet1","Conf",0.3876413136,0.2,0.5,0.7545002563,0.0893331554,1.2368079423,0.8182274519,"low",52,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"elo3SLTd6aahMlpv6DSJ","elo3SLTd6aahMlpv6DSJ_responses_high.xlsx","Sheet1","Conf",1.06600073467302e-07,0,0.25,0.5530884253,0.1631243696,0.8290914842,0.6521353431,"high",34,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",62
"elo3SLTd6aahMlpv6DSJ","elo3SLTd6aahMlpv6DSJ_responses_low.xlsx","Sheet1","Conf",7.75361309865688e-07,0,0.05,4.0962e-05,1.5646097218076e-05,0.1155823098,0.5000116562,"low",34,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",62
"em3T90dauoSADClEIlLu","em3T90dauoSADClEIlLu_responses_high.xlsx","Sheet1","Conf",0.1671800547,0,0.3,1.48749845332991e-07,1.5618733759964e-07,0.3388838377,0.5835897277,"high",25,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",25
"em3T90dauoSADClEIlLu","em3T90dauoSADClEIlLu_responses_low.xlsx","Sheet1","Conf",8.88720455071138e-06,0,0.1,2.20545534830473e-06,8.4240898238217e-07,0.1452042233,0.5000047791,"low",25,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",25
"eNHPKmyfo0xeCsOHt8fo","eNHPKmyfo0xeCsOHt8fo_responses_high.xlsx","Sheet1","Conf",2.33218775956405e-05,0,0.6,0.6842686536,1.11022302462516e-16,0.9650076195,0.6857612311,"high",40,"female","High Start","Even",FALSE,"12",TRUE,"volunteer",16
"eNHPKmyfo0xeCsOHt8fo","eNHPKmyfo0xeCsOHt8fo_responses_low.xlsx","Sheet1","Conf",3.07175614546386e-05,0,0.5,0.391375285,3.6326e-05,0.6552920719,0.6090234246,"low",40,"female","High Start","Even",FALSE,"12",TRUE,"volunteer",16
"evKrfpE7Gv7kgP2IJqm5","evKrfpE7Gv7kgP2IJqm5_responses_high.xlsx","Sheet1","Conf",1.67407412981337e-07,0,0.1,0.0450041532,0,0.2956243582,0.5126930895,"high",61,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",32
"evKrfpE7Gv7kgP2IJqm5","evKrfpE7Gv7kgP2IJqm5_responses_low.xlsx","Sheet1","Conf",0.120438514,0,0.3,0.1010993609,3.51286585382729e-05,0.4987718117,0.5852823443,"low",61,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",32
"EXJFBqlx1netrbC8Jybc","EXJFBqlx1netrbC8Jybc_responses_high.xlsx","Sheet1","Conf",0.1568952641,0,0.5,0.5397050455,3.45576282949309e-05,0.9508206452,0.7037594733,"high",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",13
"EXJFBqlx1netrbC8Jybc","EXJFBqlx1netrbC8Jybc_responses_low.xlsx","Sheet1","Conf",2.98384407752342e-06,0,0.35,0.3106455432,3.1674164549797e-05,0.5684644895,0.586932797,"low",30,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",13
"f3pqb0lQCJ1KTNusVBCk","f3pqb0lQCJ1KTNusVBCk_responses_high.xlsx","Sheet1","Conf",0.0888051731,0,0.35,0.2482280415,3.38453625837056e-05,0.6150478708,0.6078815335,"high",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"f3pqb0lQCJ1KTNusVBCk","f3pqb0lQCJ1KTNusVBCk_responses_low.xlsx","Sheet1","Conf",0.1679726027,0,0.6,0.6193714059,1.11022302462516e-16,1.0603110978,0.7248424107,"low",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"F4Inj4dUN2p819y66FMy","F4Inj4dUN2p819y66FMy_responses_high.xlsx","Sheet1","Conf",9.72696084583017e-07,0,0.25,0.6896270671,0.1520924745,1.1730656432,0.6870975762,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"F4Inj4dUN2p819y66FMy","F4Inj4dUN2p819y66FMy_responses_low.xlsx","Sheet1","Conf",0.0257177926,0,0.7,1.812348621,0.6612870826,2.1694976086,0.9025667728,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"F5byVBDpa03pXVUqdAvn","F5byVBDpa03pXVUqdAvn_responses_high.xlsx","Sheet1","Conf",4.99161131839332e-06,0,0.7,0.4979366359,2.77555756156289e-17,0.8567906819,0.6376177746,"high",30,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"F5byVBDpa03pXVUqdAvn","F5byVBDpa03pXVUqdAvn_responses_low.xlsx","Sheet1","Conf",2.28983498828939e-15,0,0.3,0.0010828125,2.1713872506729e-05,0.3055383735,0.5003051691,"low",30,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",29
"F6NsJsSyi6HPafh2E88X","F6NsJsSyi6HPafh2E88X_responses_high.xlsx","Sheet1","Conf",1.14036307956186e-06,0,0.45,0.2181173793,3.396e-05,0.5020195981,0.5612869161,"high",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"F6NsJsSyi6HPafh2E88X","F6NsJsSyi6HPafh2E88X_responses_low.xlsx","Sheet1","Conf",7.17772899511401e-07,0,0.075,4.357e-06,1.66422312353797e-06,0.0627532336,0.5000013013,"low",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",14
"f7gT3xYnAXunkGPgdBFj","f7gT3xYnAXunkGPgdBFj_responses_high.xlsx","Sheet1","Conf",8.17397522044339e-08,0,0.1,0.4006008273,0.0674473493,0.6767487517,0.6115138719,"high",66,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",21
"f7gT3xYnAXunkGPgdBFj","f7gT3xYnAXunkGPgdBFj_responses_low.xlsx","Sheet1","Conf",0.1177123161,0,0.25,0.2031259875,1.26516415708017e-05,0.6742867149,0.6092383423,"low",66,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",21
"FaGYjTjXlTp7IlBQN0Rq","FaGYjTjXlTp7IlBQN0Rq_responses_high.xlsx","Sheet1","Conf",0.7047659075,0,0.8,0.147225667,2.77555756156289e-16,1.6595847413,0.8646220042,"high",32,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",23
"FaGYjTjXlTp7IlBQN0Rq","FaGYjTjXlTp7IlBQN0Rq_responses_low.xlsx","Sheet1","Conf",0.6450430761,0,0.8,0.8487622725,4.66732830246889e-05,1.9557854203,0.9026712483,"low",32,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",23
"FaSlI9fBd6i3BMXHY4Yj","FaSlI9fBd6i3BMXHY4Yj_responses_high.xlsx","Sheet1","Conf",7.26659940068465e-07,0,0.3,0.5069498467,3.47708802969551e-05,0.774969504,0.6400032944,"high",25,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",55
"FaSlI9fBd6i3BMXHY4Yj","FaSlI9fBd6i3BMXHY4Yj_responses_low.xlsx","Sheet1","Conf",0.1147595088,0,0.45,0.4009859313,3.74624138253741e-05,0.7894428922,0.6561886677,"low",25,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",55
"fcw3HbDUMWmThgo0nOpW","fcw3HbDUMWmThgo0nOpW_responses_high.xlsx","Sheet1","Conf",0.0338296724,0,0.45,7.74153415115373e-07,8.12861085871142e-07,0.3454302602,0.5169147509,"high",25,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",51
"fcw3HbDUMWmThgo0nOpW","fcw3HbDUMWmThgo0nOpW_responses_low.xlsx","Sheet1","Conf",0.0001928266,0,0.4,3.50457429886024e-06,1.33862826606528e-06,0.3070170348,0.500097115,"low",25,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",51
"FEEvbEK7stuiBAnf3Sad","FEEvbEK7stuiBAnf3Sad_responses_high.xlsx","Sheet1","Conf",0.8827114245,0,0.9,0.0001029692,2.22044604925031e-16,3.5217804302,0.9413585796,"high",54,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",50
"FEEvbEK7stuiBAnf3Sad","FEEvbEK7stuiBAnf3Sad_responses_low.xlsx","Sheet1","Conf",0.4991040107,0,0.8,2.0119279023,4.44089209850063e-16,3.0197545613,0.9612207781,"low",54,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",50
