"","ParticipantIdentifier","Age","ClumpCondition","Condition","NativeSpeaker","EngAoA","Bilingual","Gender","TimeToCompletion","CompletionDate","File","WordFreq","AUROCnofit","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","logL","StartCondition","OrderCondition"
"71","6i9yxPDq4rd1sgDNbqA4",35,"clumped","high_clumped_wordsFirst","TRUE","unknown","FALSE","male",22,"6/23/2021","../data/6i9yxPDq4rd1sgDNbqA4_responses_words.xlsx","LoFreq",0.627494479807865,0.00785886929665625,4.06973139913235e-05,0.607338536662324,0.814686626514228,8.14074576632944e-05,1.13534266219449,0.71977093204805,-229.350718321181,"High","Clumped"
"72","6i9yxPDq4rd1sgDNbqA4",35,"clumped","high_clumped_wordsFirst","TRUE","unknown","FALSE","male",22,"6/23/2021","../data/6i9yxPDq4rd1sgDNbqA4_responses_words.xlsx","AllFreq",0.589374546370891,0.193300059945987,4.25214865979698e-05,0.515432511418084,0.408490373564961,8.1467569619358e-05,0.806166081187647,0.688255751863835,-309.018503324241,"High","Clumped"
"73","6NxArNetB26iw22MhvPB",38,"even","low_even_picsFirst","FALSE","9","TRUE","male",28,"5/28/2021","../data/6NxArNetB26iw22MhvPB_responses_words.xlsx","LoFreq",0.644122767847875,0.498002240825295,4.06920486545378e-05,0.712940786539774,0.480683033174972,8.14494860853317e-05,1.37408450142806,0.81569220767642,-296.282751941533,"Low","Even"
"74","6NxArNetB26iw22MhvPB",38,"even","low_even_picsFirst","FALSE","9","TRUE","male",28,"5/28/2021","../data/6NxArNetB26iw22MhvPB_responses_words.xlsx","HiFreq",0.669190295771841,0,4.06923537164615e-05,0.620887331725177,1.38375088463255,0.435490618126079,1.66156401176438,0.835606848652787,-280.263232387715,"Low","Even"
"75","6NxArNetB26iw22MhvPB",38,"even","low_even_picsFirst","FALSE","9","TRUE","male",28,"5/28/2021","../data/6NxArNetB26iw22MhvPB_responses_words.xlsx","AllFreq",0.656258501271168,0.246853641136977,4.06933170763023e-05,0.647807738579283,1.0331665542968,0.13558398984529,1.47217053852429,0.824626888448165,-372.712241164994,"Low","Even"
"76","6wvUqKLepGiaGq2aLaN0",19,"clumped","low_clumped_picsFirst","TRUE","unknown","TRUE","male",22,"6/8/2021","../data/6wvUqKLepGiaGq2aLaN0_responses_words.xlsx","HiFreq",0.518541879697295,0,6.60408543905442e-05,0.109013764481353,0.323052586764447,8.14736293399776e-05,0.608319807603935,0.590283149464085,-207.325842680487,"Low","Clumped"
"77","6wvUqKLepGiaGq2aLaN0",19,"clumped","low_clumped_picsFirst","TRUE","unknown","TRUE","male",22,"6/8/2021","../data/6wvUqKLepGiaGq2aLaN0_responses_words.xlsx","AllFreq",0.511055945005864,0.0292520647772873,4.07011878410806e-05,0.117678241554787,0.189917546340901,8.16393038322352e-05,0.501368668616026,0.5664299875898,-286.219034786489,"Low","Clumped"
"78","6wvUqKLepGiaGq2aLaN0",19,"clumped","low_clumped_picsFirst","TRUE","unknown","TRUE","male",22,"6/8/2021","../data/6wvUqKLepGiaGq2aLaN0_responses_words.xlsx","LoFreq",0.503646893541827,0.0691492474812212,4.07562772066828e-05,0.149288547995703,0,3.13384721580352e-05,0.459505408979833,0.53454076245589,-212.741029664274,"Low","Clumped"
"79","7bVVRjvCow5fTMprTUWy",19,"even","high_even_wordsFirst","FALSE","3","TRUE","female",23,"5/24/2021","../data/7bVVRjvCow5fTMprTUWy_responses_words.xlsx","AllFreq",0.615567928268774,0.444764455054422,4.07309437063231e-05,0.596489183309625,0.220773737848011,3.13384721580352e-05,0.957420363044823,0.756762879823782,-363.320576530268,"High","Even"
"80","7bVVRjvCow5fTMprTUWy",19,"even","high_even_wordsFirst","FALSE","3","TRUE","female",23,"5/24/2021","../data/7bVVRjvCow5fTMprTUWy_responses_words.xlsx","HiFreq",0.602984713500064,0.415525253132472,4.06911759342429e-05,0.589606115064384,0.170250419407921,8.14827178769834e-05,0.979440634661831,0.735711018221991,-277.620263590761,"High","Even"
"81","7bVVRjvCow5fTMprTUWy",19,"even","high_even_wordsFirst","FALSE","3","TRUE","female",23,"5/24/2021","../data/7bVVRjvCow5fTMprTUWy_responses_words.xlsx","LoFreq",0.629026584726489,0.484187416817692,4.06950090973512e-05,0.667526594701882,0.251951685975268,8.15252867317518e-05,1.1414135321739,0.778499223848939,-271.099786329183,"High","Even"
"82","7kkdrlM7SoWCWxNrvLNc",35,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/7kkdrlM7SoWCWxNrvLNc_responses_words.xlsx","AllFreq",0.469834762013761,0,6.60408543905442e-05,0.0534051363696461,0,3.13384721580352e-05,0.133853868177314,0.499968328757859,-274.628613784697,"Low","Clumped"
"83","7kkdrlM7SoWCWxNrvLNc",35,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/7kkdrlM7SoWCWxNrvLNc_responses_words.xlsx","HiFreq",0.44862623438803,0,6.60408543905442e-05,0.0671659172557185,0,3.13384721580352e-05,0.124307887393974,0.499968328757859,-208.059769492143,"Low","Clumped"
"84","7kkdrlM7SoWCWxNrvLNc",35,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/7kkdrlM7SoWCWxNrvLNc_responses_words.xlsx","LoFreq",0.493545502435154,0,6.60408543905442e-05,0.0922243148746393,0,3.13384721580352e-05,0.288097645059112,0.499968328757859,-198.274240292916,"Low","Clumped"
"85","8Cbg9t0CjDh80SnDnf45",37,"clumped","high_clumped_picsFirst","TRUE","unknown","TRUE","female",24,"6/22/2021","../data/8Cbg9t0CjDh80SnDnf45_responses_words.xlsx","HiFreq",0.535340523799277,0,4.06938759929502e-05,0.245488911903137,0.275753283336527,8.14637387166281e-05,0.517828289138467,0.577242237104656,-317.111497932214,"High","Clumped"
"86","8Cbg9t0CjDh80SnDnf45",37,"clumped","high_clumped_picsFirst","TRUE","unknown","TRUE","female",24,"6/22/2021","../data/8Cbg9t0CjDh80SnDnf45_responses_words.xlsx","AllFreq",0.544878997936394,0.100087119846814,4.06933418756033e-05,0.317316322357433,0.248807401443519,3.13384721580352e-05,0.567169370514003,0.612826612160461,-427.136026514508,"High","Clumped"
"87","8Cbg9t0CjDh80SnDnf45",37,"clumped","high_clumped_picsFirst","TRUE","unknown","TRUE","female",24,"6/22/2021","../data/8Cbg9t0CjDh80SnDnf45_responses_words.xlsx","LoFreq",0.55476746718341,0.294619076948923,4.07224156050476e-05,0.441997561012978,0.0396576475314807,3.13384721580352e-05,0.664973231401246,0.655156740359416,-322.036687220578,"High","Clumped"
"88","8sOXVnCq2Dbs6jg9eLqm",35,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",30,"6/3/2021","../data/8sOXVnCq2Dbs6jg9eLqm_responses_words.xlsx","AllFreq",0.605964035119541,0.390299295175325,4.07022401745239e-05,0.626451452668294,0.260661350943801,3.13384721580352e-05,0.864124532071991,0.739667562904287,-403.735629720738,"Low","Even"
"89","8sOXVnCq2Dbs6jg9eLqm",35,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",30,"6/3/2021","../data/8sOXVnCq2Dbs6jg9eLqm_responses_words.xlsx","HiFreq",0.605964035119541,0.18949005833721,4.07071231102148e-05,0.615513086109715,0.430338271964017,8.15258512141326e-05,0.848703290221168,0.691560972165917,-321.567608771707,"Low","Even"
"90","8sOXVnCq2Dbs6jg9eLqm",35,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",30,"6/3/2021","../data/8sOXVnCq2Dbs6jg9eLqm_responses_words.xlsx","LoFreq",0.605964035119541,0.486966325355589,4.06902370328102e-05,0.699503046492483,0.195364339186193,3.13384721580352e-05,0.996295884827125,0.771609624726807,-312.289866476575,"Low","Even"
"91","97hViKfGUVVBqpmCo3fQ",23,"clumped","low_clumped_wordsFirst","TRUE","unknown","TRUE","male",25,"5/24/2021","../data/97hViKfGUVVBqpmCo3fQ_responses_words.xlsx","HiFreq",0.698509717795787,0.476478298922388,4.07046543528206e-05,0.801916061176284,0.99833589990298,8.14301681345221e-05,1.75988829853196,0.874060627916606,-281.274463312972,"Low","Clumped"
"92","97hViKfGUVVBqpmCo3fQ",23,"clumped","low_clumped_wordsFirst","TRUE","unknown","TRUE","male",25,"5/24/2021","../data/97hViKfGUVVBqpmCo3fQ_responses_words.xlsx","AllFreq",0.728999711381221,0.644377982099087,4.07406115641624e-05,0.860730350606276,1.03451056937575,8.15061192930657e-05,1.96336836517409,0.917162295584603,-321.789301361645,"Low","Clumped"
"93","97hViKfGUVVBqpmCo3fQ",23,"clumped","low_clumped_wordsFirst","TRUE","unknown","TRUE","male",25,"5/24/2021","../data/97hViKfGUVVBqpmCo3fQ_responses_words.xlsx","LoFreq",0.769797670931894,0.790469007416696,4.07028959349345e-05,0.958209737587956,1.23183428883322,8.14920543779888e-05,2.55311565232024,0.959439369344182,-240.193675615914,"Low","Clumped"
"94","9rB188XQGXDAKNTLSGAr",55,"even","high_even_wordsFirst","TRUE","unknown","FALSE","female",38,"6/14/2021","../data/9rB188XQGXDAKNTLSGAr_responses_words.xlsx","HiFreq",0.524175858627586,0,4.06962599541487e-05,0.136411915214527,0.113629530651492,3.13384721580352e-05,0.363350975588822,0.531979637649329,-297.336976516183,"High","Even"
"95","9rB188XQGXDAKNTLSGAr",55,"even","high_even_wordsFirst","TRUE","unknown","FALSE","female",38,"6/14/2021","../data/9rB188XQGXDAKNTLSGAr_responses_words.xlsx","LoFreq",0.556828963450698,0.0451222668553034,4.06952905967804e-05,0.443054934655943,0.475325561811263,8.141914457349e-05,0.777275755432577,0.648142663149883,-296.09564463906,"High","Even"
"96","9rB188XQGXDAKNTLSGAr",55,"even","high_even_wordsFirst","TRUE","unknown","FALSE","female",38,"6/14/2021","../data/9rB188XQGXDAKNTLSGAr_responses_words.xlsx","AllFreq",0.539917449035329,0,4.55311311193943e-05,0.219293877397331,0.319049982741745,8.14701081887953e-05,0.523582100368794,0.589183262490224,-392.670773530981,"High","Even"
"97","9xaboyep2XMoApObTrNf",26,"even","high_even_wordsFirst","TRUE","unknown","TRUE","female",34,"6/22/2021","../data/9xaboyep2XMoApObTrNf_responses_words.xlsx","LoFreq",0.576652641457258,0.314853817041561,0.0493255227362684,0.460523965036816,0.163460519442413,3.13384721580352e-05,0.788984618991915,0.688898094616434,-234.015048796194,"High","Even"
"98","9xaboyep2XMoApObTrNf",26,"even","high_even_wordsFirst","TRUE","unknown","TRUE","female",34,"6/22/2021","../data/9xaboyep2XMoApObTrNf_responses_words.xlsx","HiFreq",0.62976323427938,0,4.06973254158357e-05,0.204985116242692,1.02107567620925,0.630725772920634,1.31244617232575,0.764613683570587,-217.115248007685,"High","Even"
"99","9xaboyep2XMoApObTrNf",26,"even","high_even_wordsFirst","TRUE","unknown","TRUE","female",34,"6/22/2021","../data/9xaboyep2XMoApObTrNf_responses_words.xlsx","AllFreq",0.601757129914404,0.147143956515595,4.17355743837803e-05,0.314520413368779,0.688413377855811,0.274163675110861,1.09463095070361,0.732750716717419,-315.486948820064,"High","Even"
"100","a1fJwE6CR93Vt3BtOKh6",35,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",32,"6/15/2021","../data/a1fJwE6CR93Vt3BtOKh6_responses_words.xlsx","LoFreq",0.619505678587757,0.514511529159557,0.0165497211992693,0.641155620235703,0,8.13977292770976e-05,0.79621806972047,0.757207798118998,-253.297289638956,"Low","Clumped"
"101","a1fJwE6CR93Vt3BtOKh6",35,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",32,"6/15/2021","../data/a1fJwE6CR93Vt3BtOKh6_responses_words.xlsx","AllFreq",0.64740357588289,0.632968972154505,0.250458225886645,0.716776831070592,0,8.1449168048972e-05,0.808631506242107,0.816432767922379,-311.22521196341,"Low","Clumped"
"102","a1fJwE6CR93Vt3BtOKh6",35,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",32,"6/15/2021","../data/a1fJwE6CR93Vt3BtOKh6_responses_words.xlsx","HiFreq",0.680848770636658,0.727245243801704,4.0712250467984e-05,0.844253912111036,0.148373554895237,8.14367574611004e-05,1.54988154113552,0.874957964339501,-225.736087262431,"Low","Clumped"
"103","ahnc9STu12iaMJtn6o4f",24,"even","high_even_wordsFirst","FALSE","12","TRUE","male",25,"6/22/2021","../data/ahnc9STu12iaMJtn6o4f_responses_words.xlsx","HiFreq",0.625466405592761,0.406896820541685,4.0690329075012e-05,0.591447516168629,0.432071928521278,8.1424712308116e-05,1.14342843156284,0.774547633378916,-265.019863416031,"High","Even"
"104","ahnc9STu12iaMJtn6o4f",24,"even","high_even_wordsFirst","FALSE","12","TRUE","male",25,"6/22/2021","../data/ahnc9STu12iaMJtn6o4f_responses_words.xlsx","AllFreq",0.614482200997372,0.469071840252694,0.270087503265761,0.57661106134646,0.179477426986743,8.15540726751169e-05,0.710505817708277,0.761288414279534,-368.971601030193,"High","Even"
"105","ahnc9STu12iaMJtn6o4f",24,"even","high_even_wordsFirst","FALSE","12","TRUE","male",25,"6/22/2021","../data/ahnc9STu12iaMJtn6o4f_responses_words.xlsx","LoFreq",0.603982613932658,0.503630719549149,0.292064633607587,0.605533069505008,0,8.14175704005885e-05,0.635933926230629,0.751767737922364,-272.985597510362,"High","Even"
"106","aj1rQhtINqPRbh0FUSSS",38,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",24,"6/11/2021","../data/aj1rQhtINqPRbh0FUSSS_responses_words.xlsx","AllFreq",0.52775667898004,0.0782470417689251,4.07069223975189e-05,0.195798416120794,0.104193561678792,3.13384721580352e-05,0.491772856805866,0.566150211631339,-236.906206260528,"Low","Clumped"
"107","aj1rQhtINqPRbh0FUSSS",38,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",24,"6/11/2021","../data/aj1rQhtINqPRbh0FUSSS_responses_words.xlsx","LoFreq",0.508934087279613,0.122967803182945,4.07089273829945e-05,0.251715400453454,0,3.13384721580352e-05,0.369469286449175,0.561448335806745,-178.66525332869,"Low","Clumped"
"108","aj1rQhtINqPRbh0FUSSS",38,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",24,"6/11/2021","../data/aj1rQhtINqPRbh0FUSSS_responses_words.xlsx","HiFreq",0.548034276497674,0,6.60408543905442e-05,0.155701522865572,0.334751553347271,8.14139405897094e-05,0.663037745100477,0.593493811647022,-168.806464494045,"Low","Clumped"
"109","aKODnP5Cn6skCPUUSlWs",28,"clumped","high_clumped_wordsFirst","TRUE","unknown","TRUE","male",38,"5/27/2021","../data/aKODnP5Cn6skCPUUSlWs_responses_words.xlsx","HiFreq",0.665926239560577,0.491176678079714,4.06956552901217e-05,0.663710270464516,1.12013928306354,8.13938007160401e-05,2.32006566744349,0.890736470779302,-174.114054740857,"High","Clumped"
"110","aKODnP5Cn6skCPUUSlWs",28,"clumped","high_clumped_wordsFirst","TRUE","unknown","TRUE","male",38,"5/27/2021","../data/aKODnP5Cn6skCPUUSlWs_responses_words.xlsx","AllFreq",0.675816287496673,0.543993262114068,4.07108690957281e-05,0.674191118022586,1.08377105369701,8.1380677505611e-05,2.32202346400925,0.89861317388204,-282.343365469113,"High","Clumped"
"111","aKODnP5Cn6skCPUUSlWs",28,"clumped","high_clumped_wordsFirst","TRUE","unknown","TRUE","male",38,"5/27/2021","../data/aKODnP5Cn6skCPUUSlWs_responses_words.xlsx","LoFreq",0.686114564989111,0.604086082374211,4.07053114169917e-05,0.737159338845711,0.990969683874383,8.14496743523575e-05,2.47773145905586,0.904061560573609,-166.664667058096,"High","Clumped"
"112","aNY6L6rQ8fIBtGayXc68",29,"clumped","high_clumped_wordsFirst","TRUE","unknown","FALSE","male",31,"6/10/2021","../data/aNY6L6rQ8fIBtGayXc68_responses_words.xlsx","AllFreq",0.574344493987155,0,4.06979319621253e-05,0.381144387181909,0.330848680379442,8.13943438900053e-05,0.564908707432106,0.592423399866675,-291.197424793482,"High","Clumped"
"113","aNY6L6rQ8fIBtGayXc68",29,"clumped","high_clumped_wordsFirst","TRUE","unknown","FALSE","male",31,"6/10/2021","../data/aNY6L6rQ8fIBtGayXc68_responses_words.xlsx","LoFreq",0.551904923823713,0.285126441251137,4.06922994857203e-05,0.487662378408398,0,3.13384721580352e-05,0.553245999059185,0.642522519075101,-229.936295732019,"High","Clumped"
"114","aNY6L6rQ8fIBtGayXc68",29,"clumped","high_clumped_wordsFirst","TRUE","unknown","FALSE","male",31,"6/10/2021","../data/aNY6L6rQ8fIBtGayXc68_responses_words.xlsx","HiFreq",0.601421453771763,0,4.0709471731597e-05,0.345626592983481,0.363185580316238,8.13892640240246e-05,0.663404882333497,0.601270492469212,-218.225554540787,"High","Clumped"
"115","AV6DYRqMqt4HqJ1SKv8W",24,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",32,"6/11/2021","../data/AV6DYRqMqt4HqJ1SKv8W_responses_words.xlsx","AllFreq",0.537497119592445,0.0973834282244773,4.87590488465268e-05,0.290314961844354,0.204318215849477,3.13384721580352e-05,0.533427793224483,0.600484978971508,-451.526272698288,"Low","Even"
"116","AV6DYRqMqt4HqJ1SKv8W",24,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",32,"6/11/2021","../data/AV6DYRqMqt4HqJ1SKv8W_responses_words.xlsx","HiFreq",0.480511705775825,0,4.67812459833477e-05,0.0659113511810831,0,3.13384721580352e-05,0.129162553701865,0.499968328757859,-322.722268384683,"Low","Even"
"117","AV6DYRqMqt4HqJ1SKv8W",24,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",32,"6/11/2021","../data/AV6DYRqMqt4HqJ1SKv8W_responses_words.xlsx","LoFreq",0.606842582175886,0.0963747606136871,4.07100615481111e-05,0.574237383770063,0.754043237611752,8.14142910122193e-05,1.09208278059802,0.73152106358657,-322.925924273509,"Low","Even"
"118","B01fT1Yt87fNheRSsajY",40,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",23,"6/3/2021","../data/B01fT1Yt87fNheRSsajY_responses_words.xlsx","HiFreq",0.594662552876343,0,6.60408543905442e-05,0.119213722556015,0.557052852987598,0.209342065732085,0.898340216111348,0.653071993111553,-177.004317188991,"High","Clumped"
"119","B01fT1Yt87fNheRSsajY",40,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",23,"6/3/2021","../data/B01fT1Yt87fNheRSsajY_responses_words.xlsx","LoFreq",0.44862623438803,0.00633927354536514,4.09316578585229e-05,0.0934678453213419,0,3.13384721580352e-05,0.118722344946022,0.503137764758321,-213.06632470177,"High","Clumped"
"120","B01fT1Yt87fNheRSsajY",40,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",23,"6/3/2021","../data/B01fT1Yt87fNheRSsajY_responses_words.xlsx","AllFreq",0.50662701540341,0.0280254794180718,4.07176729561278e-05,0.105933640292687,0.0208496080880509,3.13384721580352e-05,0.301521916376988,0.519695319293533,-266.910068322502,"High","Clumped"
"121","b1rRecGkFlNnMCSBwgNl",70,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",26,"5/24/2021","../data/b1rRecGkFlNnMCSBwgNl_responses_words.xlsx","LoFreq",0.663457996668058,0.591463721423607,0.368209602731417,0.676415378742933,0,3.11003128994978e-05,0.959082952499365,0.795681457079354,-237.216280060839,"Low","Clumped"
"122","b1rRecGkFlNnMCSBwgNl",70,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",26,"5/24/2021","../data/b1rRecGkFlNnMCSBwgNl_responses_words.xlsx","AllFreq",0.647742646191546,0.455054168709269,0.154817916187907,0.588429920812052,0.637310738404382,8.14798578209048e-05,1.3031255090277,0.822161549023349,-335.864689501111,"Low","Clumped"
"123","b1rRecGkFlNnMCSBwgNl",70,"clumped","low_clumped_wordsFirst","TRUE","unknown","FALSE","male",26,"5/24/2021","../data/b1rRecGkFlNnMCSBwgNl_responses_words.xlsx","HiFreq",0.632944685678012,0.169417699909374,4.07172764987114e-05,0.51391938791062,1.26659612145599,0.335761574703588,1.75955973229196,0.845772038590212,-228.284287418681,"Low","Clumped"
"124","bdbILR2lb7tFh9pgPfKy",34,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/bdbILR2lb7tFh9pgPfKy_responses_words.xlsx","AllFreq",0.549462416433471,0.219217442399352,0.0823269077335397,0.29029720827476,0,3.13384721580352e-05,0.423099069974818,0.609570107068976,-361.024873091463,"Low","Even"
"125","bdbILR2lb7tFh9pgPfKy",34,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/bdbILR2lb7tFh9pgPfKy_responses_words.xlsx","LoFreq",0.600312795178979,0.370760757566622,0.157141035119504,0.469044910272558,0,8.14584546427574e-05,0.6509228570477,0.685336965088027,-262.449068565511,"Low","Even"
"126","bdbILR2lb7tFh9pgPfKy",34,"even","low_even_picsFirst","TRUE","unknown","FALSE","male",37,"6/11/2021","../data/bdbILR2lb7tFh9pgPfKy_responses_words.xlsx","HiFreq",0.503646893541827,0.0765270755439767,4.07029919562173e-05,0.160693703156089,0,3.13384721580352e-05,0.395809850796092,0.53822944282274,-234.512118958853,"Low","Even"
"127","BDCCDRAoAi4q1pxcqMLG",42,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",31,"6/3/2021","../data/BDCCDRAoAi4q1pxcqMLG_responses_words.xlsx","HiFreq",0.644487154072067,0,4.06943193501302e-05,0.330576607922297,0.828344422183533,0.318925574638602,1.14482166204836,0.720802812612874,-218.126583576519,"High","Clumped"
"128","BDCCDRAoAi4q1pxcqMLG",42,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",31,"6/3/2021","../data/BDCCDRAoAi4q1pxcqMLG_responses_words.xlsx","AllFreq",0.630699817936602,0.0414037361451473,4.07236536496684e-05,0.318784150768184,0.745905488175095,0.309901774903507,1.0314093832615,0.713288039470171,-284.115545566461,"High","Clumped"
"129","BDCCDRAoAi4q1pxcqMLG",42,"clumped","high_clumped_picsFirst","TRUE","unknown","FALSE","male",31,"6/3/2021","../data/BDCCDRAoAi4q1pxcqMLG_responses_words.xlsx","LoFreq",0.618259257236787,0.131399214754857,4.07512981966693e-05,0.433347644757229,0.60848029864168,0.0546896104991131,1.04091595918806,0.710208255234647,-226.574894820516,"High","Clumped"
"130","bfArP2uGU7uRnGmNVweP",25,"even","high_even_wordsFirst","TRUE","unknown","TRUE","male",30,"6/3/2021","../data/bfArP2uGU7uRnGmNVweP_responses_words.xlsx","LoFreq",0.659464402707727,0.398528094089049,4.07187258065444e-05,0.771213057640996,0.829038968114289,8.13875751568458e-05,1.50900191377006,0.832100794350481,-269.451665748642,"High","Even"
"131","bfArP2uGU7uRnGmNVweP",25,"even","high_even_wordsFirst","TRUE","unknown","TRUE","male",30,"6/3/2021","../data/bfArP2uGU7uRnGmNVweP_responses_words.xlsx","AllFreq",0.636144779396545,0.201763391668783,4.07154550875341e-05,0.601805441388704,0.792415992367419,8.1587766772648e-05,1.19656869754429,0.770245547508694,-363.922970029441,"High","Even"
"132","bfArP2uGU7uRnGmNVweP",25,"even","high_even_wordsFirst","TRUE","unknown","TRUE","male",30,"6/3/2021","../data/bfArP2uGU7uRnGmNVweP_responses_words.xlsx","HiFreq",0.615567928268774,0,4.07205282838179e-05,0.521502581740212,0.774888467775781,8.14528973547327e-05,1.03466742917008,0.707978027609443,-289.939474293571,"High","Even"
"133","BKjk5WmbjEYlDPK9Tq5K",21,"even","high_even_picsFirst","FALSE","4","TRUE","male",31,"5/24/2021","../data/BKjk5WmbjEYlDPK9Tq5K_responses_words.xlsx","LoFreq",0.564298118013539,0.039468728007461,4.07023290129679e-05,0.305928502762582,0.428751166391117,8.1388939949455e-05,0.733139557357646,0.634076583982278,-282.253214239593,"High","Even"
"134","BKjk5WmbjEYlDPK9Tq5K",21,"even","high_even_picsFirst","FALSE","4","TRUE","male",31,"5/24/2021","../data/BKjk5WmbjEYlDPK9Tq5K_responses_words.xlsx","HiFreq",0.529900966952937,0.144138926474345,4.06968995375248e-05,0.2830993110724,0,3.13384721580352e-05,0.419436730418558,0.572033226936583,-294.95770756602,"High","Even"
"135","BKjk5WmbjEYlDPK9Tq5K",21,"even","high_even_picsFirst","FALSE","4","TRUE","male",31,"5/24/2021","../data/BKjk5WmbjEYlDPK9Tq5K_responses_words.xlsx","AllFreq",0.546413422390287,0.103882867536573,4.06970290054086e-05,0.271773032112041,0.202579311480718,8.15581871087474e-05,0.523127533213764,0.602926369465422,-384.960114956339,"High","Even"
"136","BlD9pE9EH32OG2arNATv",61,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",26,"5/25/2021","../data/BlD9pE9EH32OG2arNATv_responses_words.xlsx","AllFreq",0.512598634282313,0.0206830258647243,4.0704855327392e-05,0.132141320816195,0.0668624882650675,3.13384721580352e-05,0.330713819598076,0.528769052470579,-291.8357113297,"Low","Even"
"137","BlD9pE9EH32OG2arNATv",61,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",26,"5/25/2021","../data/BlD9pE9EH32OG2arNATv_responses_words.xlsx","HiFreq",0.548726356258612,0,6.60408543905442e-05,0.108901195476254,0.253124097610108,0.000109816101171135,0.553236812707425,0.57097190166678,-206.999246705275,"Low","Even"
"138","BlD9pE9EH32OG2arNATv",61,"even","low_even_wordsFirst","TRUE","unknown","FALSE","female",26,"5/25/2021","../data/BlD9pE9EH32OG2arNATv_responses_words.xlsx","LoFreq",0.482444698834115,0.0480256213238507,4.08603667806718e-05,0.176631608407019,0,3.13384721580352e-05,0.224036236941458,0.523979618389149,-228.793483581209,"Low","Even"
"139","Br02rLnlahHBnOPS3ng0",30,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",43,"6/8/2021","../data/Br02rLnlahHBnOPS3ng0_responses_words.xlsx","LoFreq",0.477248749870796,0,6.60408543905442e-05,0.126799425843414,0,3.13384721580352e-05,0.189759780047318,0.499968328757859,-186.234639819271,"Low","Clumped"
"140","Br02rLnlahHBnOPS3ng0",30,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",43,"6/8/2021","../data/Br02rLnlahHBnOPS3ng0_responses_words.xlsx","HiFreq",0.499968328757859,0,4.06948151209635e-05,0.216516835365215,0,3.13384721580352e-05,0.299643556017425,0.499968328757859,-184.957296554943,"Low","Clumped"
"141","Br02rLnlahHBnOPS3ng0",30,"clumped","low_clumped_picsFirst","TRUE","unknown","FALSE","male",43,"6/8/2021","../data/Br02rLnlahHBnOPS3ng0_responses_words.xlsx","AllFreq",0.488112218932201,0,4.06972293112284e-05,0.118943450290662,0,3.13384721580352e-05,0.182902300734072,0.499968328757859,-246.729027250488,"Low","Clumped"
"142","BS4gn2A9MMMilnO5YUxv",25,"even","low_even_wordsFirst","TRUE","unknown","TRUE","male",32,"5/25/2021","../data/BS4gn2A9MMMilnO5YUxv_responses_words.xlsx","LoFreq",0.52268703670461,0.223407045044914,4.07267317342515e-05,0.501579922206002,0,3.13384721580352e-05,0.48671614194713,0.611664775702138,-192.724014058541,"Low","Even"
"143","BS4gn2A9MMMilnO5YUxv",25,"even","low_even_wordsFirst","TRUE","unknown","TRUE","male",32,"5/25/2021","../data/BS4gn2A9MMMilnO5YUxv_responses_words.xlsx","HiFreq",0.52268703670461,0.261808052184465,4.07022708956972e-05,0.531614443954505,0,3.13384721580352e-05,0.509426124149525,0.630864063064109,-191.925644784453,"Low","Even"
