"","OV","V2","ObjType","SbjType","Year","Genre","ID","SimpleGenre","zYear","V2bin"
"72913","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72949","0","sinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"73001","0","nonsinv","posobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73035","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"73052","0","sinv","pronobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"73142","0","nonsinv","posobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73417","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73476","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"73501","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73553","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73578","0","nonsinv","posobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"73656","0","nonsinv","pronobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"73769","0","sinv","posobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,1
"73822","0","nonsinv","posobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"73866","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"73909","0","nonsinv","pronobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"73997","0","sinv","posobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,1
"74245","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"74322","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"74460","0","sinv","posobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,1
"74474","0","sinv","posobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,1
"74540","0","nonsinv","posobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"74627","0","nonsinv","pronobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"74630","0","nonsinv","posobj","nomsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"74764","0","nonsinv","pronobj","nomsbj",1260,"nar","1985.sagan.nar-fic","nar",-1.49945256146642,0
"74834","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.sagan.nar-fic","nar",1.31243116132255,0
"75430","0","nonsinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"75464","0","sinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,1
"75564","0","nonsinv","pronobj","nomsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"75606","0","nonsinv","posobj","nomsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"75671","0","sinv","posobj","nomsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,1
"75821","0","nonsinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"75876","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"76043","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"76335","0","nonsinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"76581","0","sinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,1
"76586","0","sinv","posobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,1
"76766","0","nonsinv","posobj","nomsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"77195","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.mamma.nar-fic","nar",1.40163574839034,0
"77276","0","sinv","posobj","pronsbj",1830,"nar","2008.mamma.nar-fic","nar",0.711269813691804,1
"77371","0","nonsinv","posobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"77408","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"77490","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"77536","0","sinv","pronobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"77570","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"77653","0","sinv","posobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"77776","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"77780","0","nonsinv","posobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"77821","0","nonsinv","pronobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"77942","0","sinv","pronobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78051","0","nonsinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"78064","0","sinv","pronobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78102","1","sinv","posobj","nomsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78232","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78359","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78426","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
"78506","0","nonsinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,0
"78553","0","sinv","posobj","pronsbj",2008,"nar","2008.ofsi.nar-sag","nar",1.40163574839034,1
