"","OV","V2","ObjType","SbjType","Year","Genre","ID","SimpleGenre","zYear","V2bin"
"53479","0","nonsinv","posobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,0
"53483","0","sinv","pronobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"53503","0","sinv","posobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"53605","0","sinv","pronobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"53719","0","nonsinv","pronobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,0
"53731","0","nonsinv","posobj","nomsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,0
"53775","1","sinv","posobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"53884","0","sinv","pronobj","nomsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"53886","1","sinv","pronobj","pronsbj",1790,"nar","1790.fimmbraedra.nar-sag","nar",0.556131401399999,1
"56105","0","sinv","posobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56109","0","sinv","pronobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56188","1","sinv","pronobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56196","0","sinv","posobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56222","0","sinv","posobj","nomsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56279","1","sinv","posobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"56368","0","nonsinv","posobj","nomsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,0
"56696","0","nonsinv","posobj","pronsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,0
"56957","0","sinv","posobj","nomsbj",1830,"nar","1830.hellismenn.nar-sag","nar",0.711269813691804,1
"57383","1","sinv","posobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"57400","0","nonsinv","pronobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"57478","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"57568","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"57603","0","sinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"57731","0","sinv","pronobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"57890","0","sinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"57983","0","sinv","posobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58026","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58086","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58114","0","nonsinv","pronobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58228","0","nonsinv","posobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58382","0","sinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58392","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58393","0","nonsinv","pronobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58431","0","nonsinv","pronobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58445","0","sinv","posobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58548","0","sinv","posobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58559","0","sinv","posobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58564","1","sinv","posobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58569","0","sinv","pronobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,1
"58808","0","nonsinv","posobj","nomsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"58832","0","nonsinv","posobj","pronsbj",1850,"nar","1850.piltur.nar-fic","nar",0.788839019837707,0
"60154","0","sinv","posobj","pronsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"60285","0","nonsinv","posobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,0
"60390","0","nonsinv","posobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,0
"60436","0","nonsinv","pronobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,0
"60462","0","sinv","posobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"60497","0","sinv","pronobj","pronsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"60577","1","sinv","pronobj","pronsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"60838","0","sinv","pronobj","pronsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"61772","0","sinv","posobj","pronsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,1
"61823","0","nonsinv","posobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,0
"61864","0","nonsinv","pronobj","pronsbj",1745,"nar","1861.orrusta.nar-fic","nar",0.381600687571718,0
"61875","1","nonsinv","pronobj","nomsbj",1861,"nar","1861.orrusta.nar-fic","nar",0.831502083217953,0
"61956","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"61998","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62102","0","nonsinv","pronobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62120","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62193","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62219","0","sinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62241","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62317","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62424","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62432","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62445","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62472","0","nonsinv","pronobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62485","1","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62576","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62589","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62595","0","nonsinv","pronobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"62611","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62645","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62675","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62806","0","sinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"62871","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63089","0","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"63179","0","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"63189","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63246","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63275","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63327","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63330","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63336","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63367","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63371","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63404","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63420","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63431","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63440","0","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"63499","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63551","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63558","0","nonsinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63573","0","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"63616","0","nonsinv","pronobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63659","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63679","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63681","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63742","0","nonsinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63743","0","sinv","posobj","pronsbj",1630,"nar","1882.torfhildur.nar-fic","nar",-0.0644222477672212,1
"63794","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63831","0","sinv","pronobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"63837","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"63994","0","nonsinv","posobj","pronsbj",1850,"nar","1882.torfhildur.nar-fic","nar",0.788839019837707,0
"63998","0","nonsinv","posobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,0
"64058","0","sinv","pronobj","nomsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"64069","0","sinv","posobj","pronsbj",1882,"nar","1882.torfhildur.nar-fic","nar",0.912949749671151,1
"64270","0","sinv","posobj","pronsbj",1883,"nar","1883.voggur.nar-fic","nar",0.916828209978446,1
"64430","0","nonsinv","pronobj","nomsbj",1888,"nar","1888.grimur.nar-fic","nar",0.936220511514922,0
"64951","0","nonsinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"64952","0","sinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"64959","0","sinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"65006","0","sinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"65148","0","sinv","pronobj","nomsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"65161","0","nonsinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65248","0","nonsinv","pronobj","nomsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65270","0","nonsinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65332","0","nonsinv","posobj","nomsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65348","0","sinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"65353","0","nonsinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65358","0","sinv","posobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,1
"65390","0","nonsinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65437","0","nonsinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65463","0","nonsinv","pronobj","pronsbj",1888,"nar","1888.vordraumur.nar-fic","nar",0.936220511514922,0
"65658","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65661","0","sinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"65688","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65709","0","sinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"65719","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65720","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65733","0","sinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"65762","0","sinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"65825","0","nonsinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65846","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"65856","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66003","0","nonsinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66017","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66021","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66025","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66115","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66252","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66299","0","sinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"66419","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66567","0","sinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"66710","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66788","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66793","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66838","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66858","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66860","0","nonsinv","posobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66904","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66905","0","sinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"66923","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"66991","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67041","0","sinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"67083","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67102","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67124","0","nonsinv","posobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67125","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67347","0","nonsinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67366","0","nonsinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67372","0","nonsinv","pronobj","nomsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,0
"67403","0","sinv","pronobj","pronsbj",1902,"nar","1902.fossar.nar-fic","nar",0.990518955817053,1
"67643","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"67673","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"67896","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"67958","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68070","0","nonsinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68100","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68151","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68157","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68158","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68161","0","sinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68164","0","nonsinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68187","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68209","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68224","0","sinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68297","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68369","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68398","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68401","0","nonsinv","pronobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68403","0","sinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68411","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68437","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68581","0","sinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68676","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68719","0","sinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68772","0","sinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68779","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68833","0","sinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68869","0","nonsinv","posobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68871","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68876","0","nonsinv","pronobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68894","0","sinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"68970","0","nonsinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"68981","0","sinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,1
"69018","0","nonsinv","pronobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"69100","0","nonsinv","pronobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"69118","0","nonsinv","posobj","pronsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"69133","0","nonsinv","pronobj","nomsbj",1907,"nar","1907.leysing.nar-fic","nar",1.00991125735353,0
"69204","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69248","0","nonsinv","posobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69279","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69440","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69447","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69477","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69579","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69622","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69639","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69650","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69660","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69775","0","nonsinv","posobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69803","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"69898","0","sinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70036","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70096","0","sinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70170","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70189","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70207","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70251","0","sinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70265","0","sinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70273","0","sinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70274","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70336","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70394","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70470","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70471","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70472","0","nonsinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70503","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70553","0","nonsinv","pronobj","nomsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70564","0","sinv","posobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,1
"70600","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"70786","0","nonsinv","pronobj","pronsbj",1908,"nar","1908.ofurefli.nar-fic","nar",1.01378971766082,0
"72035","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72132","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72135","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72156","0","sinv","posobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72392","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72447","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72456","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72522","0","nonsinv","pronobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72606","0","nonsinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72622","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72732","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72785","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72788","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72845","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72860","0","sinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72862","0","nonsinv","pronobj","nomsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
"72870","0","sinv","pronobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,1
"72893","0","nonsinv","posobj","pronsbj",1985,"nar","1985.margsaga.nar-fic","nar",1.31243116132255,0
